respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
judy4m0p3e3bnaw7amfcjt29,1.391428,50-64,Some college/2-yr degree,White,Male,Republican,South,Not very accurate,Somewhat trustworthy,Extremely important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,305,2025-07-12,2024-091
300x6fb29fg28sdbh7ocd0so,0.997862,50-64,Some college/2-yr degree,White,Male,Independent,Midwest,Not at all accurate,Not at all trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,307,2025-06-22,2024-091
pflolfi14lzh2vbvqhj0k1eu,0.834038,30-49,Some college/2-yr degree,White,Female,Republican,Northeast,Very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,No,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,388,2025-07-16,2024-091
2rcxkmsv54ut75hdnona2gwj,1.471526,50-64,Some college/2-yr degree,Hispanic,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,427,2025-07-14,2024-091
hkduioawymbiqzu4h2qcqplw,1.317893,50-64,Some college/2-yr degree,Hispanic,Male,Other or none,West,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,332,2025-07-10,2024-091
uo2sery8lfvdok2o72udu4i9,0.824685,50-64,Some college/2-yr degree,Black,Male,Independent,Midwest,Not at all accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,TRUE,155,2025-07-16,2024-091
6dsy5zf1yebpl68lwz56qx8p,1.054853,30-49,4-yr/post-graduate degree,Hispanic,Male,Democrat,Northeast,Very accurate,Not very trustworthy,Somewhat important,Very likely,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,FALSE,136,2025-06-28,2024-091
zusj0ysduer9hsyalqeh5xxw,1.165646,65+,Some college/2-yr degree,Black,Male,Other or none,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,298,2025-06-28,2024-091
igcw69wwpx0iihk4epnqg84i,1.226049,65+,Some college/2-yr degree,White,Male,Independent,West,Very accurate,Not very trustworthy,Not very important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,412,2025-06-20,2024-091
4s7v6xhbeoana9anavrfrut8,1.354772,50-64,HS or less,White,Female,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,379,2025-07-01,2024-091
6hwmfslmrqtcjojmr0orfmn6,0.614821,30-49,HS or less,White,Female,Independent,Northeast,Not very accurate,Not at all trustworthy,Extremely important,Not likely,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,473,2025-07-12,2024-091
kvrt372270qfyvnlgdybib1u,0.629289,18-29,HS or less,White,Female,Republican,Midwest,Not at all accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,348,2025-06-18,2024-091
k1zze3eafkcebse9jn9zv0b8,1.211873,18-29,4-yr/post-graduate degree,Black,Female,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,162,2025-06-23,2024-091
xaewyocnqoy8apktvbnlu68i,1.573752,18-29,4-yr/post-graduate degree,White,Male,Democrat,South,Not very accurate,Not very trustworthy,Very important,Not likely,Maybe,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,395,2025-06-19,2024-091
bd6ykh099pgmriifn0r2iz5k,1.116885,18-29,4-yr/post-graduate degree,White,Male,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,314,2025-07-09,2024-091
uto15c57pktdblbnjc831xl5,0.614494,65+,HS or less,White,Male,Democrat,Midwest,Not very accurate,Somewhat trustworthy,Very important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,441,2025-06-26,2024-091
fz3nneh26sxxgc4iy187jn7a,1.56938,50-64,HS or less,White,Male,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,189,2025-06-25,2024-091
kkkyd5j60usj3mpcaljx0470,0.926031,30-49,HS or less,Hispanic,Male,Independent,Midwest,Not very accurate,Very trustworthy,Not very important,I would never participate in a phone survey,Maybe,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,376,2025-06-22,2024-091
x4ja02hygp5sza5c2u8ym99m,0.941592,50-64,HS or less,White,Female,Republican,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,444,2025-06-26,2024-091
hd8rlkfood4y001u5b1owi8c,1.065312,30-49,HS or less,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Extremely important,Very likely,No,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,368,2025-06-23,2024-091
acqu81p1kkvfmwe6nz58y8qj,0.87267,30-49,4-yr/post-graduate degree,White,Male,Republican,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,301,2025-07-01,2024-091
ho9l9huh6n3vlmqeilpcvpl1,0.80336,65+,4-yr/post-graduate degree,White,Female,Independent,South,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,405,2025-07-17,2024-091
11siua5lg4p1tynhomel7rkj,0.93006,18-29,4-yr/post-graduate degree,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,331,2025-06-27,2024-091
5qjzzgn8vedrtdx8wqazv0e8,0.833534,65+,HS or less,White,Male,Independent,South,Not very accurate,Not at all trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,539,2025-06-29,2024-091
bjlvc5m21fd4f8il0s3nsdat,1.077019,50-64,Some college/2-yr degree,Hispanic,Male,Republican,South,Somewhat accurate,Not very trustworthy,Not very important,Very likely,Maybe,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,554,2025-07-03,2024-091
ee24n9q5loem2ou6dh5mxqwb,0.754922,30-49,Some college/2-yr degree,White,Female,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,437,2025-07-02,2024-091
lcdvlfwrti064uyuiu79m1ob,1.39824,65+,Some college/2-yr degree,Black,Female,Democrat,Northeast,Very accurate,Very trustworthy,Very important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,269,2025-07-14,2024-091
5c0kbxk7blnb5yylg2ti6mss,0.786762,65+,4-yr/post-graduate degree,White,Male,Democrat,Northeast,Not at all accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,294,2025-06-28,2024-091
lddkwfs0b9iseo19khl802g6,0.851707,30-49,Some college/2-yr degree,Black,Female,Independent,West,Not very accurate,Very trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,TRUE,387,2025-07-03,2024-091
ncz1gb8kn5s7n634kh6mgfab,1.578001,30-49,4-yr/post-graduate degree,White,Male,Independent,South,Not at all accurate,Not very trustworthy,Very important,Very likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,177,2025-06-28,2024-091
khp3kgb5ix1s005r8zu4w49z,0.863351,65+,4-yr/post-graduate degree,White,Male,Republican,Midwest,Not very accurate,Somewhat trustworthy,Very important,Very likely,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,102,2025-07-10,2024-091
e8tpo6i6axyn1w4usyoldzme,1.203553,65+,HS or less,White,Male,Democrat,Northeast,Very accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,391,2025-07-13,2024-091
dbw1nqzmlin5d7mtu04k3igi,0.804252,30-49,Some college/2-yr degree,White,Male,Republican,Northeast,Not very accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,445,2025-07-09,2024-091
nxttzuu01o5e5f6npxzx2gjr,0.68528,18-29,4-yr/post-graduate degree,Other,Female,Republican,South,Not very accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,339,2025-06-21,2024-091
q9o0to3jic6y0jswm8523yi9,1.890747,30-49,Some college/2-yr degree,Hispanic,Female,Independent,South,Somewhat accurate,Very trustworthy,Very important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,351,2025-07-09,2024-091
aiut2xg0ofvtvepxu32lcj8l,1.093955,18-29,HS or less,White,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,363,2025-07-01,2024-091
2gj5uznuyodihljfjx1klm8t,0.833143,30-49,4-yr/post-graduate degree,White,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,197,2025-07-09,2024-091
6i3lcvvyfahg83q7kn8meqzy,0.324811,50-64,HS or less,White,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,402,2025-07-02,2024-091
o0kdmgza3ljf5ga7880ke04y,1.083149,50-64,HS or less,Other,Male,Independent,West,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,326,2025-07-13,2024-091
wpktxii6rq10t9gjxbki2x98,0.934124,30-49,Some college/2-yr degree,White,Female,Republican,West,Somewhat accurate,Very trustworthy,Very important,Not likely,Maybe,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,315,2025-07-02,2024-091
tynnu2srst3eswtpb61fp0mf,1.439893,50-64,HS or less,White,Male,Republican,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,305,2025-07-11,2024-091
0ys4fmn67yux2wtc7j7szps8,0.587157,65+,Some college/2-yr degree,Black,Female,Republican,West,Very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,316,2025-06-21,2024-091
wd97eji9yzx47n82ru974w6w,1.580096,18-29,HS or less,White,Male,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,129,2025-06-20,2024-091
ji3lb2gv3jqvgjhnd9bph29l,1.404229,30-49,HS or less,White,Female,Republican,South,Not very accurate,Not very trustworthy,Extremely important,Not likely,No,Likely,It would not interest me,It depends on who is asking,TRUE,FALSE,FALSE,405,2025-06-28,2024-091
9i0tksrlnc41xll3fvrfs1w5,0.810831,50-64,4-yr/post-graduate degree,White,Male,Republican,Northeast,Not very accurate,Very trustworthy,Very important,Very likely,Maybe,Likely,It would not interest me,Yes,FALSE,FALSE,TRUE,227,2025-07-10,2024-091
m2lrbnofqtl71e2pjevmao5e,0.576915,50-64,HS or less,Black,Male,Independent,South,Somewhat accurate,Very trustworthy,Not very important,Somewhat likely,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,332,2025-07-16,2024-091
1x9313iftofuqlqavdfny0m1,0.392936,50-64,Some college/2-yr degree,White,Male,Independent,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,342,2025-07-17,2024-091
kv8rqnemu8cgd70r63au2ena,1.026129,50-64,Some college/2-yr degree,White,Female,Democrat,Midwest,Not very accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,372,2025-06-21,2024-091
rstpw9rhwq9ygf5m2n3nh2q8,1.455609,65+,4-yr/post-graduate degree,Hispanic,Male,Democrat,West,Somewhat accurate,Not very trustworthy,Not at all important,Very likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,341,2025-07-10,2024-091
gq6v97ixpmldi3ikk4gkj0p9,0.94773,30-49,4-yr/post-graduate degree,White,Male,Republican,West,Very accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,366,2025-07-06,2024-091
4c7w2g5y3sseelfriqbed7vu,0.652415,18-29,4-yr/post-graduate degree,Hispanic,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,371,2025-06-19,2024-091
ale9k0gqhb3e135gc5pott18,0.536444,30-49,Some college/2-yr degree,White,Female,Independent,South,Somewhat accurate,Not very trustworthy,Not at all important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,TRUE,FALSE,118,2025-06-17,2024-091
0dltduhnatsr2jdljf1732bz,1.340922,30-49,4-yr/post-graduate degree,White,Female,Democrat,West,Somewhat accurate,Not very trustworthy,Not at all important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,141,2025-07-15,2024-091
6q4g1b1aaig62kizfdv9l0vs,1.322806,65+,HS or less,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,332,2025-07-09,2024-091
abn38ixtr6tq13hfgck23ngs,1.319624,18-29,HS or less,White,Female,Independent,Northeast,Very accurate,Very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,319,2025-06-26,2024-091
4xspcxex1adg7zu4fco4xue8,1.328191,65+,Some college/2-yr degree,Black,Female,Democrat,Midwest,Very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,409,2025-06-27,2024-091
854nq1jyncch25ukb4y1szis,1.428077,18-29,Some college/2-yr degree,White,Female,Other or none,South,Very accurate,Not very trustworthy,Very important,Not likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,238,2025-06-23,2024-091
izptnbijp57baaas9ck8axe5,0.929186,30-49,4-yr/post-graduate degree,White,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,No,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,358,2025-06-21,2024-091
68qhiem7iugwmhfz93nphnfw,0.833933,65+,Some college/2-yr degree,White,Male,Democrat,Midwest,Not very accurate,Very trustworthy,Somewhat important,Not likely,No,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,291,2025-06-23,2024-091
20i9fi2f2pvqd8s2ubqwbysu,0.97007,18-29,HS or less,Hispanic,Female,Republican,Midwest,Not very accurate,Not very trustworthy,Very important,Not likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,306,2025-07-06,2024-091
w9fssuy145llgsfciifomfzj,1.591805,30-49,4-yr/post-graduate degree,White,Female,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,362,2025-07-05,2024-091
vx8vyh10ko7m2jpd8iyvdwxg,1.306207,50-64,Some college/2-yr degree,Hispanic,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,417,2025-07-17,2024-091
ilftivetr7fi5m2lcq5g3e3f,0.4198,30-49,Some college/2-yr degree,White,Other,Independent,South,Very accurate,Very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,400,2025-07-06,2024-091
45usv9w04jrc300nt8g7iuuy,1.243417,18-29,Some college/2-yr degree,White,Male,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,432,2025-06-20,2024-091
6elmv5tjiv6clsbb9w402fkv,1.281812,65+,HS or less,Other,Female,Other or none,South,Very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,TRUE,FALSE,75,2025-06-22,2024-091
c2gqpomz935zokmw9fr1sqkb,0.588073,50-64,Some college/2-yr degree,White,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,TRUE,354,2025-06-30,2024-091
6u18fkgdnkz73mj3hh804hke,0.949448,65+,HS or less,White,Other,Democrat,South,Not very accurate,Somewhat trustworthy,Very important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,321,2025-07-04,2024-091
pwvpaezp6b817e16h74eyt25,0.2913,30-49,HS or less,White,Female,Independent,Midwest,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,No,Likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,103,2025-07-13,2024-091
ielig7k9m5egualohswbv0kx,1.123156,50-64,Some college/2-yr degree,White,Male,Independent,South,Not very accurate,Not very trustworthy,Very important,Not likely,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,466,2025-06-27,2024-091
grqsul6a4xe30ts2m2hkyi63,0.921913,50-64,Some college/2-yr degree,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,380,2025-07-06,2024-091
06sqomwa88wq7ia1djnsx3dc,0.84453,18-29,Some college/2-yr degree,Other,Female,Democrat,South,Not very accurate,Very trustworthy,Extremely important,Not likely,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,282,2025-06-17,2024-091
