respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
0f65v3jbwe03jwwfmo43d7ot,0.956743,18-29,Some college/2-yr degree,White,Female,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,TRUE,340,2025-06-26,2024-068
if274vj8jttumy8o7jd2x618,1.445641,50-64,Some college/2-yr degree,White,Male,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,419,2025-07-05,2024-068
lbthxivndng5jeimylqbwv2e,0.696838,50-64,Some college/2-yr degree,White,Female,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,369,2025-07-07,2024-068
uyqywp106j5krpzcilqt4595,0.98305,50-64,Some college/2-yr degree,White,Male,Independent,Northeast,Somewhat accurate,Not very trustworthy,Extremely important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,317,2025-06-27,2024-068
r4abo9jqo3z1elbyzm5jkzl3,1.211015,50-64,Some college/2-yr degree,White,Female,Independent,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,393,2025-07-06,2024-068
xzbue921rql1q4jpys48e6iq,1.430593,30-49,4-yr/post-graduate degree,White,Male,Republican,Midwest,Not at all accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Maybe,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,TRUE,255,2025-07-15,2024-068
hy6rhw7k7gzm5xqrlmu75aqq,0.88321,30-49,Some college/2-yr degree,Black,Male,Independent,South,Not very accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,349,2025-07-04,2024-068
qncmlknt3uxa0dvqd28l462j,0.81758,30-49,Some college/2-yr degree,Other,Female,Democrat,South,Not very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,No,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,482,2025-06-21,2024-068
zw65s3kbo8tt1pdsdmpgncwr,0.715584,65+,HS or less,Hispanic,Female,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Extremely important,I would never participate in a phone survey,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,458,2025-06-30,2024-068
hqb34j47cymw34i3q6omcqeg,1.170026,30-49,4-yr/post-graduate degree,Other,Female,Independent,South,Not very accurate,Very trustworthy,Very important,Very likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,237,2025-07-12,2024-068
i2h8g8mc1qbijqm27ekp80s9,1.070259,30-49,4-yr/post-graduate degree,Hispanic,Female,Independent,South,Somewhat accurate,Not very trustworthy,Very important,Very likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,413,2025-07-13,2024-068
cweyaefof9ze4zk7a3gtev4u,0.606853,18-29,Some college/2-yr degree,White,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,217,2025-07-12,2024-068
iibipn0zewwii2rfgh3uzkhz,1.008057,65+,Some college/2-yr degree,White,Male,Republican,Northeast,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,370,2025-06-17,2024-068
si4q2mf5mxchhdvxj0u271zd,1.201417,65+,Some college/2-yr degree,White,Male,Democrat,West,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,450,2025-07-01,2024-068
rdrvbssgp822bopxo3vc7nd0,1.252979,30-49,Some college/2-yr degree,White,Female,Other or none,West,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,347,2025-06-24,2024-068
ml2qsv5qs6qn7ql7uc40rdzf,0.805681,30-49,Some college/2-yr degree,Hispanic,Male,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,320,2025-06-18,2024-068
vsu4gimba4pkuyjje8ddsyw2,1.087191,30-49,HS or less,Hispanic,Male,Independent,Midwest,Very accurate,Not very trustworthy,Not very important,Not likely,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,438,2025-07-13,2024-068
awuel8h7kp84izu3p0i7xez5,0.836499,18-29,HS or less,White,Female,Republican,South,Very accurate,Very trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,398,2025-07-06,2024-068
2pjvkiy5piikx8mtf9zabjgy,1.035529,30-49,Some college/2-yr degree,Black,Female,Democrat,South,Not at all accurate,Somewhat trustworthy,Very important,Very likely,No,Very likely,It would become my preferred incentive offer,Yes,FALSE,TRUE,FALSE,65,2025-07-11,2024-068
caysd3sduqi533y4gv7i6zda,1.705062,50-64,4-yr/post-graduate degree,Black,Male,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,383,2025-07-16,2024-068
f4nkhggtabyd3jxqh0o8445z,1.459026,65+,HS or less,Hispanic,Female,Republican,South,Very accurate,Not very trustworthy,Somewhat important,Not likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,298,2025-06-27,2024-068
djb3nqkl9aa4gywz2axorvpu,0.61291,18-29,Some college/2-yr degree,White,Male,Independent,South,Not very accurate,Not very trustworthy,Somewhat important,Very likely,No,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,325,2025-06-25,2024-068
vdwh5ymr69sam3vqk286empd,0.879741,50-64,4-yr/post-graduate degree,Black,Female,Democrat,West,Not very accurate,Somewhat trustworthy,Extremely important,Somewhat likely,No,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,270,2025-07-08,2024-068
p3xlql48645hrgvudie471rg,0.893489,18-29,4-yr/post-graduate degree,Hispanic,Female,Democrat,Midwest,Not at all accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,434,2025-07-17,2024-068
3lns15xu7pxocgvf14adb2fz,1.040557,30-49,4-yr/post-graduate degree,Black,Male,Independent,Northeast,Not at all accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,378,2025-07-06,2024-068
8ah4wclr25bql2zi6vg6njiz,0.642825,30-49,Some college/2-yr degree,White,Female,Republican,South,Not very accurate,Not at all trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would not interest me,No,FALSE,FALSE,FALSE,388,2025-07-05,2024-068
atk7i5uj318xmn94iqodzr6x,0.540627,18-29,Some college/2-yr degree,Hispanic,Male,Other or none,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,453,2025-07-14,2024-068
qqg18chvpd8oai6m7u7pbo27,1.155259,50-64,HS or less,White,Female,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,316,2025-07-05,2024-068
utzpwfshsocxsaqysq7ta10c,0.679526,65+,4-yr/post-graduate degree,White,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,290,2025-07-04,2024-068
izk3b8kk5a5yqhb9vj306ni7,1.044489,30-49,Some college/2-yr degree,White,Male,Independent,South,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,367,2025-07-04,2024-068
l7mkyzg2oa9mfebassyq4m5f,1.162113,50-64,Some college/2-yr degree,White,Female,Republican,West,Somewhat accurate,Very trustworthy,Very important,Not likely,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,382,2025-06-24,2024-068
ljquz94r66gk1lo8xhth9odd,1.306645,50-64,HS or less,White,Female,Republican,West,Very accurate,Somewhat trustworthy,Extremely important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,380,2025-06-30,2024-068
rsqtsny873mw5pvbn4f1koj0,1.124844,50-64,HS or less,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Very important,Very likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,283,2025-06-28,2024-068
wnwy07qkiye8kdqwlmow8eld,0.988908,65+,Some college/2-yr degree,White,Male,Democrat,Northeast,Somewhat accurate,Not at all trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,176,2025-06-29,2024-068
7vn4025l5eu4zx5t4lrzr2pp,1.112277,50-64,4-yr/post-graduate degree,White,Female,Democrat,South,Not at all accurate,Somewhat trustworthy,Not at all important,Not likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,471,2025-07-11,2024-068
nzqpsixi4kz5wie3sjl4eg6e,1.088248,30-49,4-yr/post-graduate degree,White,Female,Other or none,Northeast,Somewhat accurate,Not very trustworthy,Not at all important,Somewhat likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,129,2025-06-18,2024-068
00d0qo3p5pjbg6879ldwmux4,0.447124,18-29,HS or less,White,Male,Independent,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,269,2025-06-24,2024-068
ff13f6zuasq27ehla8uibl43,1.334081,50-64,4-yr/post-graduate degree,Other,Female,Independent,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,391,2025-06-28,2024-068
8xt4ibubo397nxtd6o8kaaus,1.33136,50-64,Some college/2-yr degree,Other,Male,Republican,South,Somewhat accurate,Very trustworthy,Very important,Not likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,451,2025-06-29,2024-068
vlzloe48yqu3004wgr1zr8qo,0.838435,50-64,4-yr/post-graduate degree,White,Male,Democrat,Midwest,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,301,2025-07-09,2024-068
9qfeptczy062p9rb4ib9rzm6,1.409568,50-64,Some college/2-yr degree,White,Male,Democrat,Midwest,Somewhat accurate,Very trustworthy,Extremely important,Somewhat likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,381,2025-07-04,2024-068
uz97kp5lu26hcuxgmyfdp1dp,1.378163,50-64,HS or less,Black,Male,Republican,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,TRUE,94,2025-07-07,2024-068
tzki4vqmzpcsnsgn4owwzh6a,1.301961,18-29,4-yr/post-graduate degree,Other,Female,Democrat,South,Somewhat accurate,Not very trustworthy,Extremely important,Somewhat likely,Maybe,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,374,2025-06-23,2024-068
j6x696d0e3cay68bspedyjp2,1.355663,30-49,HS or less,White,Female,Independent,Midwest,Somewhat accurate,Very trustworthy,Somewhat important,Somewhat likely,No,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,340,2025-06-18,2024-068
ju8g96bt9hvgc8rlgjoxmafz,1.303754,30-49,4-yr/post-graduate degree,White,Female,Democrat,South,Not at all accurate,Not at all trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,91,2025-07-13,2024-068
u8t5tyhwlnvs810v5fgrlm7r,1.813988,30-49,Some college/2-yr degree,Black,Female,Democrat,West,Not very accurate,Not very trustworthy,Not very important,Very likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,411,2025-06-21,2024-068
m8tb5fy78d1eg7pmesp5zqjk,1.305254,30-49,Some college/2-yr degree,Black,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,409,2025-06-26,2024-068
1q0e4f1w5yd6pw48vj8bnrna,0.870913,50-64,Some college/2-yr degree,White,Male,Republican,South,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,449,2025-07-17,2024-068
33e0qs3yay6wsp6yst1pp4y8,0.81921,50-64,Some college/2-yr degree,Hispanic,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,399,2025-07-05,2024-068
a4s5mmx8ddf96a59qs4ai32l,0.755007,30-49,4-yr/post-graduate degree,White,Male,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Extremely important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,414,2025-06-29,2024-068
p1igoo58e4zew1v5lkqwf6mp,1.059073,50-64,4-yr/post-graduate degree,Other,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,317,2025-07-11,2024-068
5k3hwd0zer82v9byfanss0wt,1.530981,30-49,HS or less,White,Male,Democrat,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,321,2025-06-28,2024-068
7031usp1vdsz7ef9t205997w,1.308009,50-64,4-yr/post-graduate degree,Hispanic,Female,Democrat,Northeast,Somewhat accurate,Very trustworthy,Not very important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,TRUE,FALSE,76,2025-07-08,2024-068
56f0u96olo9svutnurij3vg7,0.589108,18-29,4-yr/post-graduate degree,White,Female,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,119,2025-06-30,2024-068
ez49wqr0if8dx8t1gz1bx8lk,1.531351,18-29,Some college/2-yr degree,White,Female,Democrat,West,Not at all accurate,Very trustworthy,Somewhat important,Not likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,411,2025-06-25,2024-068
qj7pf4xl8z12p84dtqycroxd,1.300159,65+,HS or less,Hispanic,Male,Other or none,South,Somewhat accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Yes,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,295,2025-07-06,2024-068
2sxf0c4dy3ejto261cj1idhl,1.188982,50-64,4-yr/post-graduate degree,White,Male,Republican,South,Very accurate,Very trustworthy,Extremely important,Not likely,No,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,571,2025-07-03,2024-068
myb6f53rjrx26ur4xffjfkg1,0.514045,50-64,Some college/2-yr degree,Hispanic,Female,Independent,South,Not very accurate,Very trustworthy,Not at all important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,454,2025-07-08,2024-068
w512brhjkgawn35e5jw2wgfk,0.840868,30-49,4-yr/post-graduate degree,Other,Female,Republican,South,Very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,341,2025-07-10,2024-068
edqjf68f6k03mlcc3syrp4ps,1.422811,18-29,Some college/2-yr degree,White,Female,Independent,South,Not very accurate,Not very trustworthy,Very important,Very likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,222,2025-07-08,2024-068
aewdjrrshaud1p6wp1p3w0jx,1.050435,18-29,HS or less,White,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Likely,It would be one I would likely choose,No,FALSE,TRUE,FALSE,134,2025-06-25,2024-068
o0laaix437bdmfxjacg0joqj,1.534277,30-49,4-yr/post-graduate degree,White,Male,Democrat,Northeast,Not very accurate,Not at all trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,467,2025-06-22,2024-068
two9y2ux1975sjoxzyljpim8,1.10891,50-64,4-yr/post-graduate degree,White,Female,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,162,2025-07-07,2024-068
vkrs6ldhqwdr81uj3ft8fcsw,1.294438,65+,4-yr/post-graduate degree,White,Female,Other or none,West,Somewhat accurate,Very trustworthy,Very important,Very likely,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,343,2025-07-04,2024-068
a3sjbwmkma3nwhi5wufjru2p,1.391488,30-49,Some college/2-yr degree,White,Female,Democrat,West,Not at all accurate,Very trustworthy,Not very important,Not likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,278,2025-06-28,2024-068
e3rrmtxene1wobi1dhd65wbu,1.051937,65+,HS or less,White,Female,Republican,West,Very accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,412,2025-06-22,2024-068
c38tfzbhy5cmlq32u9d96aph,1.520733,65+,Some college/2-yr degree,Hispanic,Male,Republican,West,Somewhat accurate,Very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,300,2025-07-07,2024-068
1a3feihwkklaxkq03sgjgmr2,1.168213,30-49,4-yr/post-graduate degree,White,Female,Republican,Midwest,Very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,237,2025-07-15,2024-068
g595w47ommvwi21tdgj2jrdq,0.592135,50-64,HS or less,White,Male,Republican,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,278,2025-06-29,2024-068
kkobun4jnnb5mb02ilxi4uuh,0.621103,65+,HS or less,Black,Other,Republican,West,Somewhat accurate,Not very trustworthy,Not very important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,256,2025-07-04,2024-068
zicj6zwkpsnwbsrudc43hvkv,0.413858,65+,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Very trustworthy,Not very important,Very likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,253,2025-07-10,2024-068
ult8e4bty0sgjc9lsvjt9nhh,0.915294,50-64,4-yr/post-graduate degree,Black,Male,Republican,West,Not very accurate,Not very trustworthy,Extremely important,Somewhat likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,367,2025-06-21,2024-068
gvu48fzv4iuxsl78oylccm5y,0.271794,50-64,4-yr/post-graduate degree,White,Female,Independent,West,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Likely,It would be one I would likely choose,No,TRUE,TRUE,FALSE,134,2025-07-09,2024-068
2tpus4vskgf8j18wkt64linn,0.428566,30-49,HS or less,White,Male,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,321,2025-06-21,2024-068
fehkiijrmn9p1rp2j7jf6g8b,1.353585,30-49,Some college/2-yr degree,White,Male,Independent,Midwest,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,TRUE,FALSE,FALSE,173,2025-06-27,2024-068
zza1myadh3w3nsawpzwb5ubf,1.36654,18-29,4-yr/post-graduate degree,White,Female,Republican,West,Somewhat accurate,Very trustworthy,Not very important,Very likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,424,2025-07-14,2024-068
9nd8gj5f8yxw0be4giuoufdn,0.774238,50-64,4-yr/post-graduate degree,White,Female,Republican,West,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,402,2025-06-29,2024-068
8sozhduqdgplpy4p46ng8hm9,1.398648,50-64,Some college/2-yr degree,Black,Female,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,276,2025-07-02,2024-068
3fqqwsnf994l0fhsiqe28046,1.302599,50-64,4-yr/post-graduate degree,White,Male,Independent,West,Somewhat accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,546,2025-07-14,2024-068
0scu15y2tknaqbkf1zqi05pz,0.486407,18-29,HS or less,White,Female,Democrat,Northeast,Not very accurate,Somewhat trustworthy,Not at all important,Somewhat likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,382,2025-07-16,2024-068
72taxmnl2o0aurqvjpy4x7bv,1.139029,18-29,4-yr/post-graduate degree,White,Male,Independent,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,TRUE,FALSE,163,2025-07-04,2024-068
osslwg81398ggrri4c1f567w,1.249996,50-64,HS or less,White,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,450,2025-07-02,2024-068
66yl94woy4grq5duboqenlaa,1.491217,50-64,4-yr/post-graduate degree,White,Male,Independent,South,Somewhat accurate,Not very trustworthy,Very important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,402,2025-07-08,2024-068
