respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
40uke30fqwlethaemem4i8wy,1.230898,18-29,Some college/2-yr degree,Other,Female,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,324,2025-06-25,2024-025
90s9w5qxygd7fstq9q8xbbwt,0.676892,50-64,Some college/2-yr degree,Hispanic,Female,Independent,Northeast,Not at all accurate,Somewhat trustworthy,Not at all important,Somewhat likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,392,2025-07-13,2024-025
u1gku1qlmi2pjjdk5zydpmhn,0.889158,50-64,HS or less,White,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,420,2025-07-15,2024-025
rj0rq5rufy74o3mb3e8b21k4,1.341649,18-29,HS or less,White,Female,Republican,West,Very accurate,Somewhat trustworthy,Extremely important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,284,2025-07-11,2024-025
5bpsawpc8sbenxdp81c44f1t,0.756686,65+,Some college/2-yr degree,White,Female,Democrat,West,Somewhat accurate,Not very trustworthy,Not very important,Very likely,No,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,317,2025-07-15,2024-025
xy4240879tnqsbo02t59uc5t,0.951328,30-49,Some college/2-yr degree,White,Male,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,413,2025-07-14,2024-025
3s4956dgzz2zomg24bdsm4wj,1.280004,65+,4-yr/post-graduate degree,Other,Female,Independent,West,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,422,2025-07-05,2024-025
pugit50r8qzuc9rum0fix7xt,1.044785,50-64,4-yr/post-graduate degree,Other,Male,Republican,South,Somewhat accurate,Not very trustworthy,Not at all important,Not likely,No,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,334,2025-07-11,2024-025
fkuudvs78o56u3vqp009lk3c,1.498737,65+,Some college/2-yr degree,Other,Female,Other or none,South,Not very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,295,2025-07-06,2024-025
py41yiabxav3hqzmigwgn4nn,1.041302,18-29,Some college/2-yr degree,Hispanic,Male,Republican,West,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would not interest me,It depends on who is asking,FALSE,TRUE,FALSE,108,2025-06-20,2024-025
qmh8ojrcp8dtotk3yj6co234,1.251056,65+,Some college/2-yr degree,Black,Male,Democrat,West,Not very accurate,Somewhat trustworthy,Extremely important,Very likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,344,2025-07-13,2024-025
4h6am42buubrezw9mssgli6o,1.971797,30-49,HS or less,White,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,294,2025-07-14,2024-025
pr8qhm9q96kdyfhguglgc92z,1.120807,18-29,HS or less,White,Male,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,236,2025-06-17,2024-025
cmo6fqif1by5x42vuljp15c7,0.992902,50-64,4-yr/post-graduate degree,Other,Male,Independent,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,260,2025-07-16,2024-025
7tdn5ai6k52biu49pf2vh8oy,1.144415,30-49,4-yr/post-graduate degree,White,Female,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,504,2025-06-30,2024-025
1uj3db4dkb25yz8p2w65ngtl,0.998055,18-29,Some college/2-yr degree,White,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,396,2025-07-02,2024-025
b5dcqvy1p4on0hggtldcp8kw,0.859755,50-64,Some college/2-yr degree,Black,Male,Republican,Northeast,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,249,2025-07-02,2024-025
wb5jjicti7ft7poxx8yn2h28,1.543382,30-49,HS or less,White,Female,Independent,Northeast,Not very accurate,Somewhat trustworthy,Very important,Not likely,No,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,346,2025-06-24,2024-025
sg7u8rn5w3jlkeg8q34pqzzf,0.890331,65+,HS or less,Black,Male,Republican,Northeast,Very accurate,Not at all trustworthy,Not very important,Very likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,333,2025-07-12,2024-025
38kwy0iw7c19axfiinw69ep1,0.99488,50-64,Some college/2-yr degree,White,Male,Independent,South,Somewhat accurate,Not at all trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,330,2025-07-10,2024-025
k4toumyhbldsazxmvoeomjgl,0.845589,18-29,Some college/2-yr degree,White,Female,Independent,Northeast,Somewhat accurate,Very trustworthy,Somewhat important,Not likely,No,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,447,2025-07-06,2024-025
mhm6ke3nd2ay1069wf61no5e,0.769676,18-29,4-yr/post-graduate degree,Other,Male,Independent,Midwest,Somewhat accurate,Very trustworthy,Not very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,429,2025-07-07,2024-025
cu03xdhy3mhlcca0ny27jjh9,1.238149,18-29,HS or less,Hispanic,Female,Republican,South,Somewhat accurate,Not at all trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,No,TRUE,FALSE,FALSE,338,2025-07-14,2024-025
jqpvv87bvl0qddnd9i2pv5ow,0.947008,30-49,Some college/2-yr degree,Other,Male,Democrat,West,Not at all accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,368,2025-07-15,2024-025
140syfwjhyk98ojb7wxjt9r6,0.964563,50-64,HS or less,White,Female,Democrat,South,Somewhat accurate,Not at all trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,338,2025-07-03,2024-025
k8roa7cix8gynwz78fv6o3xo,0.735131,50-64,HS or less,Black,Other,Democrat,South,Very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,301,2025-06-25,2024-025
slxfvpvuz9jq59emzu78xlib,0.762085,18-29,HS or less,White,Male,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,342,2025-07-01,2024-025
22r0neboies3glgebf39mgkm,0.894261,18-29,HS or less,White,Male,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,318,2025-06-22,2024-025
a8rxp4alkkf8ycolzozntmom,1.330176,30-49,4-yr/post-graduate degree,White,Female,Republican,Midwest,Somewhat accurate,Not very trustworthy,Not very important,Not likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,417,2025-07-05,2024-025
ufd0bbn8qtrjy3mswgpia0d4,1.084118,65+,Some college/2-yr degree,White,Male,Independent,Midwest,Very accurate,Somewhat trustworthy,Not very important,Not likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,388,2025-06-25,2024-025
7uogdtu9na1pgm0kydp1r00w,0.906213,50-64,4-yr/post-graduate degree,Hispanic,Male,Republican,West,Somewhat accurate,Not very trustworthy,Not very important,Not likely,No,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,372,2025-06-26,2024-025
xisfvgmp7e1ae1390l63djg9,1.212003,50-64,HS or less,White,Male,Republican,Northeast,Very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,FALSE,116,2025-06-17,2024-025
ntvd9idus7ac3m06dtpxycl7,1.350767,30-49,Some college/2-yr degree,White,Male,Independent,West,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,333,2025-07-01,2024-025
gcjxgjr88wirqup28r742wvx,0.718757,65+,4-yr/post-graduate degree,Black,Female,Democrat,West,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,382,2025-07-03,2024-025
ohrt6v5r5ci63dc8ek350byy,1.473327,50-64,Some college/2-yr degree,White,Female,Independent,Northeast,Somewhat accurate,Very trustworthy,Extremely important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,321,2025-07-01,2024-025
4b5ca6tb0jtvw77gzbikop46,0.507713,30-49,Some college/2-yr degree,Black,Male,Democrat,South,Not very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,457,2025-06-30,2024-025
c2bk7t2nzh6g9zqcnm6cnah1,0.848795,30-49,Some college/2-yr degree,Black,Other,Republican,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,415,2025-07-13,2024-025
5av2j454jb4x1jn5it8dqb1b,1.020349,30-49,HS or less,Black,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,281,2025-07-01,2024-025
z0bhyxypf73o471wzz5lkh9i,0.832217,65+,4-yr/post-graduate degree,White,Male,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,313,2025-07-01,2024-025
6q4zxbkeli0g7c75h0ycbvbt,1.168392,30-49,Some college/2-yr degree,White,Male,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Extremely important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,348,2025-07-16,2024-025
8ly055n1pharmqjgjapf1m2b,1.217767,50-64,Some college/2-yr degree,White,Female,Democrat,West,Not very accurate,Somewhat trustworthy,Extremely important,Somewhat likely,No,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,355,2025-06-18,2024-025
3m398xc4a2o7id7or1wrig6b,1.341323,30-49,HS or less,White,Female,Democrat,Midwest,Very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,TRUE,FALSE,86,2025-06-29,2024-025
gtxrcwuy4z1egr2ydcj80u5c,1.009541,50-64,HS or less,Hispanic,Male,Republican,South,Not very accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,372,2025-06-22,2024-025
uql44jgizwg7qlw015syikr5,1.54963,50-64,HS or less,White,Male,Independent,South,Not at all accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,455,2025-06-28,2024-025
kv8ddai8ufdw8c1ai0fpxzmt,1.439224,30-49,HS or less,White,Male,Democrat,West,Very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,463,2025-06-18,2024-025
wslxxh5udlokcuv825rxrhjn,0.66885,65+,HS or less,White,Female,Republican,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Very likely,It would be one I would likely choose,No,TRUE,FALSE,FALSE,439,2025-06-22,2024-025
ct29nlgp535j4pk95i2y1yq1,0.833445,65+,Some college/2-yr degree,White,Female,Independent,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,527,2025-06-20,2024-025
himpyb860k45cx9krhh7fn8x,0.830912,50-64,HS or less,White,Female,Democrat,Northeast,Not at all accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,397,2025-06-18,2024-025
zqhliigzno2e9nar1bkt3n65,1.451055,18-29,HS or less,White,Female,Independent,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,336,2025-07-11,2024-025
lit4uxkz74ends4e0cl6mtgn,1.163292,30-49,HS or less,White,Female,Independent,Midwest,Very accurate,Somewhat trustworthy,Very important,Very likely,No,Likely,It would become my preferred incentive offer,No,FALSE,TRUE,FALSE,125,2025-07-06,2024-025
qv7i056jx65zfzaz1v9mz8vy,1.3418,50-64,HS or less,Black,Male,Democrat,West,Very accurate,Not very trustworthy,Not very important,Not likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,374,2025-07-12,2024-025
3fhk561jainzugd231j1yusi,1.382683,65+,HS or less,White,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Not at all important,Not likely,No,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,350,2025-06-19,2024-025
zpe0z9a4boqi4jwhxx3lg77c,1.252115,30-49,HS or less,White,Male,Republican,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,TRUE,324,2025-06-24,2024-025
im9lma2h087r86p347vqwivk,1.249438,18-29,HS or less,Other,Female,Republican,South,Not very accurate,Very trustworthy,Somewhat important,Very likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,259,2025-06-30,2024-025
g5en2oo0x16rdz57e0631fex,1.028853,50-64,HS or less,White,Female,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,249,2025-06-18,2024-025
0bttrxy9wb1gwzewm4g6qk9z,1.016969,50-64,4-yr/post-graduate degree,White,Female,Independent,Northeast,Not very accurate,Not very trustworthy,Very important,Very likely,Maybe,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,254,2025-06-24,2024-025
wue4fq9zlvi6xy7jgrx6qjsg,0.824587,18-29,HS or less,Hispanic,Female,Republican,Northeast,Not at all accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,158,2025-07-12,2024-025
zlnicsecqpbsthu5waxbcw4s,1.819964,50-64,Some college/2-yr degree,Hispanic,Male,Democrat,Midwest,Not very accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,No,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,334,2025-06-29,2024-025
gt85pea8szhsx8x0n7wkiyia,0.841094,50-64,HS or less,Hispanic,Male,Democrat,West,Not very accurate,Not at all trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,357,2025-06-24,2024-025
oeaizvg5s3ienhrz82cq7uce,1.264862,50-64,4-yr/post-graduate degree,Hispanic,Female,Independent,South,Somewhat accurate,Not very trustworthy,Not very important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,463,2025-07-08,2024-025
ha5h3pro13k18t6wnitnvewp,1.238036,30-49,4-yr/post-graduate degree,Hispanic,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,396,2025-07-12,2024-025
itrel6axtezj6welyxzxxirk,1.340682,50-64,Some college/2-yr degree,Black,Male,Democrat,Midwest,Somewhat accurate,Not at all trustworthy,Somewhat important,Somewhat likely,No,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,506,2025-06-29,2024-025
wroxo5c731shtla92f5exuvt,1.083681,18-29,HS or less,Hispanic,Female,Democrat,West,Not very accurate,Very trustworthy,Somewhat important,Not likely,Yes,Very likely,It would be one I would likely choose,No,TRUE,FALSE,FALSE,349,2025-07-15,2024-025
tyq7nfhyqvlnm7jy9m2wpvcn,0.947134,50-64,HS or less,White,Female,Republican,Midwest,Not very accurate,Not at all trustworthy,Very important,Not likely,Maybe,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,397,2025-06-17,2024-025
hhwpl2yu3wa5zzb5p72ta0l8,1.052967,30-49,Some college/2-yr degree,Other,Male,Democrat,South,Very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would not interest me,No,FALSE,FALSE,TRUE,338,2025-07-13,2024-025
9zspxhrl1ea527ez5dmmafuw,1.11505,30-49,Some college/2-yr degree,White,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Not at all important,Not likely,No,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,411,2025-06-19,2024-025
vmxigdts66eno48o5kxkdsjn,0.761868,30-49,Some college/2-yr degree,White,Female,Independent,West,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,No,TRUE,FALSE,FALSE,420,2025-07-06,2024-025
6gmk5q2z19rvliaqj39c5flc,0.997986,30-49,Some college/2-yr degree,White,Male,Other or none,South,Somewhat accurate,Somewhat trustworthy,Not at all important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,575,2025-07-09,2024-025
sm12orxy1vkswifbc733gjmx,1.178378,30-49,Some college/2-yr degree,Black,Male,Democrat,South,Somewhat accurate,Very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,326,2025-06-23,2024-025
6m1diyuxb9yfyfxmps9n81en,1.324661,30-49,4-yr/post-graduate degree,White,Female,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,219,2025-06-29,2024-025
fpdduwaca800b3dticjn8jzn,1.529077,65+,4-yr/post-graduate degree,White,Male,Democrat,Northeast,Very accurate,Somewhat trustworthy,Very important,Somewhat likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,312,2025-07-06,2024-025
e7avaab08orwxugal8yqzxdq,0.984449,65+,4-yr/post-graduate degree,White,Male,Democrat,South,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,437,2025-06-21,2024-025
qvjwz77x3pfjrmpzlnlnswjr,1.337483,50-64,4-yr/post-graduate degree,White,Male,Democrat,South,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,No,FALSE,TRUE,FALSE,99,2025-07-12,2024-025
vhni5vc3pp20u0qg1pgpvr6d,0.981109,18-29,4-yr/post-graduate degree,Other,Female,Democrat,West,Not very accurate,Not very trustworthy,Somewhat important,Not likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,TRUE,FALSE,75,2025-06-27,2024-025
e0u3v11n5qr40r79qnu1tugr,1.266107,65+,HS or less,White,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,326,2025-07-01,2024-025
h6xkxnxn2we5oeu6e5v6dsdp,0.851331,18-29,Some college/2-yr degree,Hispanic,Female,Democrat,Midwest,Very accurate,Very trustworthy,Somewhat important,Not likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,460,2025-07-06,2024-025
4rczmo0e2p7gbwfwt1q9nt7f,1.531467,30-49,4-yr/post-graduate degree,White,Male,Republican,West,Not very accurate,Not at all trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,FALSE,144,2025-06-26,2024-025
nwstpzfg9ui7gsx1338jrky7,1.666822,50-64,4-yr/post-graduate degree,White,Female,Republican,West,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,286,2025-06-23,2024-025
wbn8x8p60exkxt7crel41j1d,1.458957,65+,Some college/2-yr degree,Other,Female,Republican,West,Not very accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,449,2025-07-07,2024-025
cncq1piiuec13vzx93qy5hdq,1.051064,50-64,HS or less,Hispanic,Female,Independent,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,401,2025-07-10,2024-025
w0w33lija6j7ovq3p3c52zc9,0.32643,65+,HS or less,Black,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,369,2025-07-06,2024-025
cjvkze2m1a1odt86qwl9zvsu,0.987871,65+,HS or less,Hispanic,Female,Independent,West,Not very accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,143,2025-06-30,2024-025
l3ffx47h3gkg38myq2ymea4b,1.102469,65+,HS or less,Other,Male,Republican,South,Somewhat accurate,Not at all trustworthy,Very important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,508,2025-07-14,2024-025
