respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
ntf3xxdnhc4ebyxum7qofyuh,0.700432,50-64,4-yr/post-graduate degree,White,Male,Independent,Midwest,Not very accurate,Not very trustworthy,Somewhat important,Not likely,No,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,248,2025-07-12,2024-033
5f9teqgns8y4r1olnaxdtane,1.197136,50-64,HS or less,Other,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,414,2025-06-17,2024-033
j20ya8z098fdr77lg9toqa1l,1.177883,50-64,HS or less,White,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would not interest me,No,FALSE,FALSE,FALSE,361,2025-07-11,2024-033
333oz5duiiwux63magow5odc,1.188854,30-49,HS or less,White,Male,Republican,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,268,2025-07-15,2024-033
hqqoejkgsdwj5mezz3yj9nas,1.205921,30-49,Some college/2-yr degree,Hispanic,Male,Independent,Midwest,Not at all accurate,Not very trustworthy,Extremely important,Somewhat likely,Maybe,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,437,2025-07-14,2024-033
86ybuqwm00z1v4s2r58i0e6w,0.482559,30-49,HS or less,White,Male,Other or none,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,407,2025-06-18,2024-033
chf4eyclht7f2ejew4tanpl6,0.792076,50-64,Some college/2-yr degree,White,Female,Republican,West,Not at all accurate,Somewhat trustworthy,Extremely important,I would never participate in a phone survey,Yes,Very likely,It would become my preferred incentive offer,No,FALSE,FALSE,TRUE,195,2025-06-27,2024-033
s2xlmfmuslzwbekfcmurzfry,1.107636,30-49,4-yr/post-graduate degree,White,Female,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,127,2025-07-11,2024-033
mzg5uwj59ragrc8poima5lrf,0.730972,50-64,Some college/2-yr degree,White,Male,Democrat,Northeast,Not very accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,378,2025-07-01,2024-033
n4c2d68wexf1w15qxaw4x3ln,1.112907,18-29,Some college/2-yr degree,Hispanic,Female,Democrat,West,Not very accurate,Not very trustworthy,Extremely important,Somewhat likely,No,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,220,2025-06-21,2024-033
xkvxwj9mwuh1u3puhgkne4xy,1.094101,30-49,HS or less,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,280,2025-06-30,2024-033
y9mqkfi249zun1sn78bbtjzs,1.005667,50-64,HS or less,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,410,2025-07-07,2024-033
1mmd1fzm2s8ba965boxydbc1,0.764873,65+,4-yr/post-graduate degree,White,Female,Republican,South,Not very accurate,Somewhat trustworthy,Extremely important,Somewhat likely,Maybe,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,311,2025-07-15,2024-033
ylnriirwifmzwvxxje81uxg8,0.998161,30-49,Some college/2-yr degree,Hispanic,Female,Democrat,South,Very accurate,Very trustworthy,Not at all important,Very likely,Maybe,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,TRUE,353,2025-07-12,2024-033
n8czyntvlesxohzmog0i859p,1.217021,18-29,4-yr/post-graduate degree,Hispanic,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,332,2025-07-07,2024-033
j7g601s4q2key3j4npkg27wl,0.858197,50-64,HS or less,White,Male,Independent,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,360,2025-06-21,2024-033
y3d4rnzcbjpsveu7jtit4ntg,1.005451,50-64,HS or less,Other,Female,Independent,West,Very accurate,Not very trustworthy,Extremely important,Somewhat likely,No,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,324,2025-07-06,2024-033
ous5h9iqsec8c9ryojw1trcv,1.170515,30-49,4-yr/post-graduate degree,White,Female,Independent,West,Somewhat accurate,Not at all trustworthy,Very important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,425,2025-07-14,2024-033
vm7jajn2luv8y09iaows1xlq,0.81535,30-49,HS or less,White,Male,Independent,West,Not very accurate,Somewhat trustworthy,Very important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,303,2025-07-08,2024-033
9upib7pg6qkv0887icq1fgyg,0.696578,30-49,HS or less,White,Male,Democrat,South,Somewhat accurate,Very trustworthy,Extremely important,Not likely,Yes,Likely,It would become my preferred incentive offer,Yes,TRUE,FALSE,FALSE,308,2025-07-06,2024-033
v95k1pg1tl3btn4htn5da4ds,1.297093,30-49,Some college/2-yr degree,White,Male,Republican,Midwest,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,No,TRUE,TRUE,FALSE,88,2025-07-02,2024-033
ueyl45hcmtd18cpo7m4ta7ae,0.994083,65+,HS or less,White,Female,Democrat,South,Not at all accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,461,2025-07-15,2024-033
cnxgtccvr4fprbcm9cdg1s0n,0.590785,30-49,Some college/2-yr degree,White,Female,Democrat,Northeast,Not very accurate,Not very trustworthy,Not very important,Somewhat likely,Maybe,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,351,2025-07-14,2024-033
sdwab5f0pckwo0i40xsjllv5,0.682749,18-29,Some college/2-yr degree,White,Male,Democrat,West,Not very accurate,Not at all trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,458,2025-06-18,2024-033
orble0d06yf2pl4858o2m54s,1.490278,30-49,Some college/2-yr degree,Other,Male,Republican,South,Not at all accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,319,2025-07-03,2024-033
p7dr1gevhwmuvawxm5rb7cjp,0.895306,30-49,Some college/2-yr degree,Black,Female,Independent,Northeast,Somewhat accurate,Very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,335,2025-07-17,2024-033
po68szmjx2j8jcq9h2kyxi72,1.429228,30-49,HS or less,White,Female,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,396,2025-07-07,2024-033
2fkbryfads0jzqhopc81hfnl,1.215598,30-49,Some college/2-yr degree,White,Male,Independent,Midwest,Not very accurate,Not at all trustworthy,Not at all important,Somewhat likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,TRUE,FALSE,148,2025-07-04,2024-033
or2txbprh71yjztvp8jo7pv0,0.948953,65+,4-yr/post-graduate degree,White,Female,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,No,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,302,2025-06-23,2024-033
pv384e7mcf490ygl6ev8244d,1.26572,65+,Some college/2-yr degree,White,Female,Republican,Midwest,Not very accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,285,2025-06-20,2024-033
3pzg4zcrtbzovaazubnarbca,0.445261,50-64,HS or less,Black,Female,Republican,Northeast,Very accurate,Not at all trustworthy,Not very important,Not likely,Yes,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,403,2025-07-12,2024-033
hq79r3gxw7vi40bk6fnb3c0z,1.671174,50-64,4-yr/post-graduate degree,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,403,2025-07-04,2024-033
ztz3kygws571kfes4lo5w48u,1.304492,50-64,HS or less,Hispanic,Female,Independent,South,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would not interest me,Yes,TRUE,FALSE,FALSE,332,2025-07-01,2024-033
27n88xyknbr0ttdhl6d6r0w2,1.468191,18-29,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,407,2025-06-26,2024-033
9rad5k1vdg8ku9qhcpuzkacw,1.303579,18-29,HS or less,Hispanic,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,No,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,431,2025-06-19,2024-033
8rl3ol3tc8r2yaam8ln388f2,0.850739,30-49,Some college/2-yr degree,White,Female,Republican,Midwest,Not very accurate,Not at all trustworthy,Somewhat important,Very likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,436,2025-07-13,2024-033
1m814p5v6490ujxcekd00a23,1.316519,65+,Some college/2-yr degree,Other,Female,Democrat,South,Somewhat accurate,Not at all trustworthy,Somewhat important,Very likely,No,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,345,2025-06-23,2024-033
v52goyuweu11j3vq7eb75ic1,0.516855,18-29,4-yr/post-graduate degree,White,Female,Republican,South,Somewhat accurate,Very trustworthy,Not very important,Not likely,No,Not at all likely,It would not interest me,Yes,FALSE,FALSE,FALSE,261,2025-06-29,2024-033
n8geiqgeze752b5ndw9x2jgb,0.937686,30-49,4-yr/post-graduate degree,White,Female,Republican,South,Very accurate,Not very trustworthy,Very important,I would never participate in a phone survey,No,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,209,2025-06-22,2024-033
dvftro8n7hmxz5wuxda3l9i1,1.013678,30-49,Some college/2-yr degree,Black,Male,Other or none,South,Very accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Likely,It would not interest me,No,FALSE,FALSE,FALSE,406,2025-07-12,2024-033
15p01747gp5axgcuzjv8u273,1.442176,18-29,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Very accurate,Very trustworthy,Not at all important,Not likely,Maybe,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,398,2025-06-29,2024-033
n8fyu26j5vyq643by9mdphmf,0.687802,30-49,HS or less,White,Male,Independent,Northeast,Very accurate,Not very trustworthy,Very important,Very likely,Maybe,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,243,2025-06-27,2024-033
o4tkzmf9e8isq33syph8pmmk,0.713813,65+,Some college/2-yr degree,White,Female,Republican,Northeast,Not very accurate,Somewhat trustworthy,Very important,Not likely,Yes,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,322,2025-06-24,2024-033
ai1brj08spc8qnzajfgbjaou,1.116988,18-29,4-yr/post-graduate degree,Black,Other,Democrat,Midwest,Very accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,No,TRUE,TRUE,FALSE,126,2025-07-09,2024-033
gojqz0kdr41ttxqmufwclvoq,0.275855,30-49,4-yr/post-graduate degree,White,Male,Independent,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,380,2025-07-11,2024-033
wn84qcqg5measzhbdxmv8r5f,1.203831,30-49,4-yr/post-graduate degree,White,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,337,2025-06-17,2024-033
iiioxj4rvncn6v5mw432linh,1.101684,65+,4-yr/post-graduate degree,White,Male,Republican,South,Very accurate,Very trustworthy,Very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,318,2025-07-17,2024-033
ao246qy98ebw9r529f4tev7h,0.857286,18-29,Some college/2-yr degree,White,Male,Democrat,Midwest,Very accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,455,2025-06-29,2024-033
82jkevxwmw4midey0ujv100b,1.263524,18-29,Some college/2-yr degree,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,Maybe,Not very likely,It would be one I would likely choose,Yes,TRUE,FALSE,FALSE,271,2025-07-08,2024-033
nzisuesvw48x299glfmcjmjk,1.063143,65+,Some college/2-yr degree,White,Male,Independent,South,Not very accurate,Not very trustworthy,Not very important,Somewhat likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,400,2025-07-14,2024-033
avdmka8ll4z18w9el94ww8m2,1.0144,18-29,4-yr/post-graduate degree,Other,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,433,2025-07-04,2024-033
8jbbo2lw9w03jnjy7l0zc9w2,1.015381,50-64,4-yr/post-graduate degree,White,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Not at all important,I would never participate in a phone survey,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,266,2025-07-11,2024-033
vydfnj19hiag2n012kilf9y2,0.993572,50-64,Some college/2-yr degree,Other,Female,Democrat,Midwest,Very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,257,2025-06-21,2024-033
nrl9l5w09lh29mi6wabmxo2x,0.735706,30-49,Some college/2-yr degree,White,Male,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,231,2025-07-17,2024-033
zlmjko63lqd5ldmxozgd23b7,0.800935,30-49,4-yr/post-graduate degree,White,Female,Independent,West,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,341,2025-06-23,2024-033
ny4ymwmojxkkuppvb305o27m,0.673523,30-49,4-yr/post-graduate degree,White,Female,Republican,South,Somewhat accurate,Not at all trustworthy,Very important,Very likely,No,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,446,2025-07-05,2024-033
1o2e3r5snjj5tun5smknnyw5,0.91269,50-64,Some college/2-yr degree,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,381,2025-06-30,2024-033
