respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
90nvy4kdaciue2xqtsrpgerw,0.917574,18-29,Some college/2-yr degree,White,Male,Democrat,South,Not at all accurate,Not very trustworthy,Extremely important,Not likely,No,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,363,2025-06-23,2024-036
zwxg55n45enn7x6zko8v5yyw,1.416638,30-49,4-yr/post-graduate degree,White,Male,Republican,South,Very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,243,2025-06-21,2024-036
xbwko1k131u4btjomt9je5o4,0.732278,18-29,4-yr/post-graduate degree,White,Other,Republican,South,Not very accurate,Not at all trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,327,2025-06-22,2024-036
4ch14e3fbz4mht6bxc164521,1.114877,30-49,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,388,2025-06-20,2024-036
ztu83iaokkvremf9d827ay1m,1.133085,50-64,4-yr/post-graduate degree,White,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Not very important,Very likely,No,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,390,2025-06-20,2024-036
hl60yx1mv1toc0mcol4qbhnd,1.200659,18-29,Some college/2-yr degree,White,Male,Republican,Northeast,Somewhat accurate,Very trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,427,2025-07-16,2024-036
k0brxkl2kwefk1vwu9bat2cs,0.73244,50-64,Some college/2-yr degree,White,Male,Republican,Northeast,Not very accurate,Somewhat trustworthy,Not very important,Very likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,290,2025-07-09,2024-036
lqkbtlnyd04evbuc9ocox570,1.127949,30-49,Some college/2-yr degree,Black,Female,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,326,2025-06-29,2024-036
g8gd71zp73gh3dx76gmo4h7v,0.795517,50-64,HS or less,White,Male,Independent,Midwest,Not very accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,201,2025-07-08,2024-036
kfd05bn9zxkdx4p6suapvz7g,0.734888,50-64,4-yr/post-graduate degree,White,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,TRUE,FALSE,124,2025-07-10,2024-036
bnvsk441e1ydyzqhcotq6fgb,1.502521,65+,HS or less,Hispanic,Male,Republican,South,Not at all accurate,Not very trustworthy,Extremely important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,382,2025-06-22,2024-036
vix3mhspk86kheqmbxirft40,0.75559,50-64,Some college/2-yr degree,White,Female,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Very likely,It would not interest me,No,FALSE,FALSE,FALSE,382,2025-07-16,2024-036
0wenfxxb7uw65l2tz92xvlh9,1.632665,65+,Some college/2-yr degree,White,Female,Independent,West,Very accurate,Somewhat trustworthy,Extremely important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,351,2025-06-19,2024-036
4tbgjg21gyr9ttu3w244ohhs,0.312032,18-29,HS or less,Other,Male,Republican,Northeast,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,No,TRUE,TRUE,FALSE,64,2025-07-05,2024-036
nxxaxtmqasltti9rhy4xgnk1,1.203728,30-49,Some college/2-yr degree,Other,Male,Independent,Midwest,Not at all accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,320,2025-07-16,2024-036
m6dur3jl2hhxj1b9unhfzm96,0.770155,65+,HS or less,Black,Male,Republican,Northeast,Somewhat accurate,Not very trustworthy,Extremely important,Not likely,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,322,2025-06-28,2024-036
qs8j4upcasqhbbm3ek2g7mkd,1.331915,18-29,Some college/2-yr degree,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,No,Not at all likely,It would not interest me,Yes,FALSE,FALSE,FALSE,412,2025-07-17,2024-036
4rnmi2r9468nwyfhyolnwpl3,0.279614,65+,HS or less,Hispanic,Female,Independent,South,Not very accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,321,2025-07-10,2024-036
eo8o4l6y19wf3ebembzeq964,1.389496,50-64,HS or less,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Very important,Not likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,252,2025-07-03,2024-036
jqlf5j2bryecbcnkkl2xc5vs,1.243317,30-49,Some college/2-yr degree,White,Male,Democrat,Northeast,Very accurate,Somewhat trustworthy,Very important,Not likely,No,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,335,2025-06-21,2024-036
qyray6fd6etfxvaciu29bvbm,1.447676,50-64,Some college/2-yr degree,White,Male,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,240,2025-07-03,2024-036
h9frg6a7fd7r95welmmydptu,1.435133,50-64,4-yr/post-graduate degree,White,Female,Democrat,South,Very accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,335,2025-06-25,2024-036
h33lt11dqetll9mr8d3e7l28,1.171205,65+,HS or less,White,Male,Democrat,West,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,402,2025-06-28,2024-036
unbvlf0tnfohvb7nmjz6p0xm,0.954468,50-64,Some college/2-yr degree,White,Male,Other or none,South,Somewhat accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,339,2025-06-17,2024-036
fl4xen1j1cuu6otf24d8g6lu,0.9669,30-49,HS or less,White,Male,Independent,Northeast,Somewhat accurate,Not at all trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,432,2025-07-11,2024-036
jg53n2njk140g7lsibuk0hq1,0.889794,30-49,HS or less,White,Female,Independent,South,Not at all accurate,Very trustworthy,Somewhat important,Very likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,434,2025-07-15,2024-036
gc236cng9qi9nhb4y39h20hr,0.994068,18-29,Some college/2-yr degree,White,Female,Democrat,Northeast,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,349,2025-07-02,2024-036
thqrfr24rnroqkkutfnevxhe,0.759637,50-64,HS or less,White,Female,Independent,Northeast,Not very accurate,Very trustworthy,Very important,Not likely,Yes,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,402,2025-07-12,2024-036
1bh1sq5di4y8eetzxkdk9br6,0.477654,30-49,HS or less,White,Female,Other or none,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,398,2025-07-03,2024-036
7qz8hsli0u9uhpg8isvc7ld2,0.99775,30-49,4-yr/post-graduate degree,White,Female,Democrat,West,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,404,2025-06-26,2024-036
f9c009ftmh7zjyg46sqwv1xq,1.170746,30-49,Some college/2-yr degree,White,Female,Democrat,West,Not very accurate,Somewhat trustworthy,Not at all important,Very likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,359,2025-07-07,2024-036
rm5cailkq0symprg79xk9j9z,1.195516,65+,Some college/2-yr degree,White,Male,Republican,Northeast,Not at all accurate,Somewhat trustworthy,Extremely important,I would never participate in a phone survey,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,340,2025-06-29,2024-036
pvfafqv4016x41n1uik9uevk,0.552498,50-64,HS or less,White,Male,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,311,2025-06-30,2024-036
r7zln3vd7q3h30gm70koedku,0.865287,30-49,Some college/2-yr degree,White,Other,Other or none,Northeast,Very accurate,Not at all trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,332,2025-06-26,2024-036
lzyaf4mjwe365zlyy8xk6mvx,1.13661,65+,HS or less,White,Female,Republican,South,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,98,2025-07-12,2024-036
6jtu42dpu2kjkfljgn97osev,0.651001,30-49,Some college/2-yr degree,Hispanic,Male,Democrat,Northeast,Not at all accurate,Somewhat trustworthy,Extremely important,Very likely,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,386,2025-06-20,2024-036
vwk1p864kg7nkx6a34j6f6nf,1.008157,30-49,Some college/2-yr degree,White,Male,Other or none,South,Not at all accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,TRUE,FALSE,78,2025-07-16,2024-036
g0sv9xdkokuuyyvzm0a0zy9z,1.031343,50-64,Some college/2-yr degree,Black,Male,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,Maybe,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,336,2025-07-09,2024-036
5pjqrc5q0xyxlpw3271m8nu5,1.055248,30-49,Some college/2-yr degree,Other,Male,Republican,South,Somewhat accurate,Not very trustworthy,Not at all important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,323,2025-07-13,2024-036
8v2b0ddna5vqbgezy9mtx9pt,1.084876,30-49,4-yr/post-graduate degree,Other,Female,Republican,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,229,2025-07-06,2024-036
5ok7w6vnpaawjlmapl7gep9d,0.837589,50-64,4-yr/post-graduate degree,White,Female,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,380,2025-07-04,2024-036
3sz2kbt5gugfj4oiw2ay1dpt,0.692229,30-49,HS or less,Hispanic,Female,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,344,2025-06-17,2024-036
399ewutwtf0cgkkmldp7wm9e,0.846472,30-49,4-yr/post-graduate degree,White,Male,Republican,West,Very accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Yes,Very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,312,2025-06-28,2024-036
ikd5qa7qczd9q8cuk0vz439y,1.428907,18-29,4-yr/post-graduate degree,White,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,No,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,528,2025-06-29,2024-036
0daaf158fea3oozop6k0u9pf,1.535869,30-49,Some college/2-yr degree,White,Female,Republican,West,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,340,2025-06-24,2024-036
r4tufnblrc9tlvtk4yrmfh8w,0.954776,18-29,4-yr/post-graduate degree,Other,Male,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would not interest me,Yes,TRUE,FALSE,FALSE,441,2025-07-02,2024-036
ajzeivv4aq0ab3al71vlyv2r,0.930801,65+,4-yr/post-graduate degree,White,Male,Other or none,Midwest,Very accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,334,2025-07-13,2024-036
rue4s3wtlfzj4r1beepr603a,1.348506,65+,Some college/2-yr degree,White,Female,Republican,Midwest,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,308,2025-06-17,2024-036
a252d9uiwnu4dun3mvnjnmrz,0.754673,50-64,Some college/2-yr degree,White,Female,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Not at all important,Not likely,Maybe,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,399,2025-07-01,2024-036
ti9l0ggpiq83e9mztwxq44t4,0.63185,18-29,4-yr/post-graduate degree,Hispanic,Female,Independent,West,Somewhat accurate,Not very trustworthy,Not at all important,Not likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,251,2025-07-11,2024-036
cffvmwnhtx7mlatco5tqsbn1,1.318672,30-49,Some college/2-yr degree,White,Female,Independent,Midwest,Somewhat accurate,Very trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would not interest me,Yes,FALSE,FALSE,TRUE,301,2025-06-18,2024-036
hhd0dirr8krjj1suwos6jamf,1.296285,18-29,HS or less,White,Male,Republican,West,Very accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,FALSE,122,2025-06-20,2024-036
yds1u2e7n47761txvzpwbpks,0.924639,18-29,HS or less,White,Male,Independent,South,Not very accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,434,2025-06-20,2024-036
gullorxq20j9aavtqa50kklx,0.699174,65+,Some college/2-yr degree,Black,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,No,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,392,2025-06-28,2024-036
3qf34j0v5w9poj93atbz0at9,0.957527,30-49,4-yr/post-graduate degree,Other,Male,Independent,Midwest,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,445,2025-07-12,2024-036
9vb3nbfu7p3eeu2c5r3qkdc2,0.692799,65+,4-yr/post-graduate degree,White,Female,Independent,South,Very accurate,Not at all trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,321,2025-07-04,2024-036
m8j9oxhuck2q2kre1ifahlol,1.101922,30-49,Some college/2-yr degree,Other,Female,Democrat,South,Somewhat accurate,Very trustworthy,Very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,323,2025-07-09,2024-036
fp1p0h5ikf4c8uen3ezp0rjj,1.283694,18-29,HS or less,Hispanic,Female,Democrat,Northeast,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Not at all likely,It would not interest me,Yes,FALSE,TRUE,FALSE,173,2025-06-23,2024-036
tafk9v5xgxlicyzzzyhcegwi,0.750609,65+,4-yr/post-graduate degree,Hispanic,Other,Democrat,West,Somewhat accurate,Very trustworthy,Very important,Somewhat likely,Maybe,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,438,2025-06-24,2024-036
1tog5sv667wq9jg28gq2ebhq,1.185226,65+,HS or less,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,344,2025-06-29,2024-036
xubbxypkuioak7dkg2fq5zuj,1.258646,30-49,Some college/2-yr degree,White,Male,Democrat,Northeast,Not at all accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,390,2025-07-13,2024-036
6ccem00yx9c9szxglj3mihqq,1.211427,18-29,HS or less,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,262,2025-07-10,2024-036
2422qepnir9wrlw9q144ojwd,1.766457,18-29,Some college/2-yr degree,Black,Female,Democrat,South,Very accurate,Very trustworthy,Somewhat important,Very likely,No,Likely,It would not interest me,No,FALSE,FALSE,TRUE,278,2025-07-07,2024-036
hx59n26g768aykssar0bgu8f,0.975503,65+,Some college/2-yr degree,Black,Female,Democrat,South,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,TRUE,100,2025-06-17,2024-036
e9ffhpafc4o3cjf1vzqi5c65,0.884151,50-64,4-yr/post-graduate degree,White,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,332,2025-06-25,2024-036
17gyb1ovesjzvke932a6nvtm,1.313974,30-49,Some college/2-yr degree,White,Male,Democrat,Midwest,Very accurate,Somewhat trustworthy,Not at all important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,414,2025-06-25,2024-036
t7y6663fszgzqv2hx0prehw7,0.721911,50-64,HS or less,White,Male,Independent,South,Very accurate,Very trustworthy,Somewhat important,Somewhat likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,TRUE,402,2025-07-14,2024-036
ehtqloe4wr96qkzyf4t1mrv8,1.089004,30-49,4-yr/post-graduate degree,White,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,351,2025-07-14,2024-036
yazn8rhbi1uf8b3vnpak8y5x,1.228179,50-64,HS or less,White,Other,Independent,South,Somewhat accurate,Not at all trustworthy,Not very important,I would never participate in a phone survey,Maybe,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,368,2025-07-12,2024-036
1ekvln8okg312kjs732p49st,1.30999,50-64,4-yr/post-graduate degree,Black,Male,Independent,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,FALSE,FALSE,384,2025-06-28,2024-036
2vu29xzmpmk06u1sm4lpp3re,0.785735,65+,Some college/2-yr degree,White,Female,Democrat,West,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,311,2025-07-14,2024-036
pzkxdargvlgcr0hv4pm8vxs7,1.131825,50-64,Some college/2-yr degree,Other,Female,Democrat,West,Very accurate,Somewhat trustworthy,Extremely important,Somewhat likely,No,Very likely,It would be one I would likely choose,Yes,TRUE,FALSE,FALSE,451,2025-06-29,2024-036
z1k1136rh109vwtmb4993zsv,1.405525,50-64,4-yr/post-graduate degree,Hispanic,Male,Republican,Midwest,Somewhat accurate,Very trustworthy,Not very important,Very likely,Maybe,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,370,2025-07-07,2024-036
xqzb6vysjzb7tpgaij4nwpfo,1.074284,30-49,Some college/2-yr degree,Black,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would not interest me,It depends on who is asking,TRUE,FALSE,TRUE,291,2025-07-12,2024-036
fsq7eeuxk43gt98s7vln8wqv,0.823268,30-49,Some college/2-yr degree,White,Female,Republican,Midwest,Somewhat accurate,Very trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,511,2025-07-04,2024-036
qdl7fcz2bqikpn9cbfrrafyp,1.046838,50-64,HS or less,White,Male,Democrat,West,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,338,2025-07-10,2024-036
4b1pa7ves6vubm252l8r37es,1.503321,65+,4-yr/post-graduate degree,White,Female,Democrat,West,Somewhat accurate,Not very trustworthy,Not at all important,Somewhat likely,No,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,368,2025-06-30,2024-036
6u5l59gc4hgzorso0vy6zyby,0.933226,30-49,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Very important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,306,2025-07-04,2024-036
abgd365m8cqf3go2kqdaadtz,1.171667,30-49,Some college/2-yr degree,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,378,2025-06-28,2024-036
16vmfgkn0p5vxwnnm1hxblqw,0.940039,65+,Some college/2-yr degree,White,Male,Independent,Midwest,Somewhat accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Maybe,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,233,2025-06-28,2024-036
ep3hsl50gsu4w86xdbol526b,1.159765,65+,Some college/2-yr degree,Other,Male,Independent,Northeast,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,378,2025-06-23,2024-036
obirp9zcel1kc3b4qlrdi3ph,1.046184,65+,HS or less,Other,Male,Other or none,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,FALSE,FALSE,375,2025-07-12,2024-036
