respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attn_check_fail,speeder,straight_line,duration_seconds,completion_date,project_id
6qw3bjssqef89ovtjcck3yoe,0.80655,30-49,4-yr/post-graduate degree,White,Female,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Extremely important,Very likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,274,2025-07-03,2024-087
k3ilx59600bf3fqrmwimnuyp,1.055717,50-64,Some college/2-yr degree,White,Female,Republican,Northeast,Not very accurate,Very trustworthy,Very important,Not likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,281,2025-06-23,2024-087
m3hnjnqewoq61vq6it2gm5eq,0.83258,30-49,Some college/2-yr degree,White,Female,Independent,South,Very accurate,Somewhat trustworthy,Not at all important,Somewhat likely,Maybe,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,311,2025-06-22,2024-087
qyvymbargodwuvflm7hqop64,1.285621,30-49,Some college/2-yr degree,White,Male,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,229,2025-06-29,2024-087
orw9v3uywc2miih2ptw6yjr3,1.106735,18-29,Some college/2-yr degree,White,Male,Republican,South,Somewhat accurate,Very trustworthy,Extremely important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,330,2025-06-24,2024-087
8mr4ra4wgoudb6j2msryhgvo,1.302308,18-29,4-yr/post-graduate degree,Other,Female,Republican,West,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,TRUE,FALSE,FALSE,365,2025-07-03,2024-087
uwtods3hguyg6q7de91lspv2,1.20443,50-64,Some college/2-yr degree,White,Male,Republican,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would become my preferred incentive offer,No,FALSE,FALSE,TRUE,469,2025-06-17,2024-087
q0d9b1pcdx4n8epuhly7eyid,0.610797,65+,Some college/2-yr degree,Hispanic,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,299,2025-06-29,2024-087
9e8i3341yc29od6ni2ylaoz1,0.570828,18-29,Some college/2-yr degree,White,Male,Other or none,South,Not at all accurate,Somewhat trustworthy,Not at all important,Somewhat likely,No,Very likely,It would not interest me,It depends on who is asking,TRUE,FALSE,FALSE,349,2025-07-11,2024-087
igcrx0gogdb1qwo71j8thoe2,0.856168,30-49,HS or less,Hispanic,Female,Republican,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,403,2025-07-16,2024-087
bmgxi9d5jxckaevaqsaiy539,0.919354,50-64,4-yr/post-graduate degree,White,Male,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,348,2025-07-06,2024-087
w8ty168ju0ozbqk9atzlx4l5,0.682145,30-49,4-yr/post-graduate degree,Hispanic,Female,Other or none,West,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,303,2025-06-28,2024-087
edcm91hnatqh8qgc3wifc6dc,1.581093,30-49,Some college/2-yr degree,White,Female,Independent,Northeast,Not very accurate,Not very trustworthy,Not very important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,283,2025-06-22,2024-087
jv16moymybmdoi4ib8bbdqcy,1.151743,65+,Some college/2-yr degree,White,Male,Republican,West,Very accurate,Not at all trustworthy,Somewhat important,Very likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,179,2025-06-22,2024-087
xv89y5k5l9o73zkhv5k0ysdn,1.500903,30-49,Some college/2-yr degree,White,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,151,2025-07-02,2024-087
2z29jg0zbkgudgibb7vj515c,0.715073,50-64,Some college/2-yr degree,Hispanic,Female,Republican,Northeast,Not very accurate,Not at all trustworthy,Not very important,Not likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,424,2025-06-24,2024-087
35qesevgnmd7n5o7q7q0oxzo,1.701263,30-49,HS or less,White,Male,Independent,West,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,205,2025-07-13,2024-087
jq10cjukn4xwl9r20f5rbktr,0.367936,65+,4-yr/post-graduate degree,Hispanic,Female,Republican,Midwest,Somewhat accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Yes,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,367,2025-07-15,2024-087
99bxc18dmki2lw2m4kpnz7b1,0.868347,30-49,Some college/2-yr degree,White,Female,Democrat,South,Not very accurate,Very trustworthy,Somewhat important,Not likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,169,2025-07-03,2024-087
1qcherjen31vnd1sb2dw2jqm,0.924934,30-49,HS or less,White,Male,Republican,South,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,321,2025-07-07,2024-087
ayi0ega691dp5hewwhzaasmk,1.311844,30-49,Some college/2-yr degree,White,Male,Democrat,South,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,462,2025-07-08,2024-087
5j6mwlttl826q4nm65twykuj,1.156527,30-49,4-yr/post-graduate degree,White,Male,Republican,Northeast,Not very accurate,Not very trustworthy,Somewhat important,Very likely,No,Likely,It would be one I would likely choose,No,TRUE,FALSE,FALSE,350,2025-06-21,2024-087
kjsmu4dgf8ik6288bb61nv1d,1.213562,30-49,HS or less,White,Male,Republican,South,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,478,2025-07-06,2024-087
ulsj2atrmp4kdyui98btrui1,0.62928,65+,HS or less,White,Female,Independent,Northeast,Very accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,296,2025-06-24,2024-087
xuezrhhpdz4dlkg8kvj0gkl2,1.447143,65+,Some college/2-yr degree,Other,Female,Democrat,West,Somewhat accurate,Very trustworthy,Somewhat important,Not likely,Maybe,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,408,2025-06-21,2024-087
87w0uuiiyt31m37x4lsjjkxt,1.267449,30-49,4-yr/post-graduate degree,White,Female,Republican,Midwest,Very accurate,Very trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,532,2025-06-20,2024-087
xx5z6u42tbrptxt7xqhj5p34,0.586061,30-49,4-yr/post-graduate degree,Other,Female,Democrat,Midwest,Somewhat accurate,Not at all trustworthy,Very important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,518,2025-06-24,2024-087
g4b5gqe86a6ezrojal4kg4vy,1.123871,65+,HS or less,Hispanic,Female,Democrat,West,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,292,2025-06-18,2024-087
hd6f8k6m5lunht7bc84o56h1,0.842449,50-64,Some college/2-yr degree,Hispanic,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,317,2025-06-28,2024-087
rlos137e7p7sb6gmxplve7cp,1.103896,50-64,Some college/2-yr degree,White,Male,Republican,South,Very accurate,Not very trustworthy,Extremely important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,448,2025-06-24,2024-087
