respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
29sex6pe0ahj1f47za26zo49,0.504706,50-64,4-yr/post-graduate degree,Black,Female,Republican,South,Somewhat accurate,Not very trustworthy,Not at all important,Very likely,Yes,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,380,2025-07-05,2024-086
88hw1x68t6dflu6u7pixwtrk,1.541298,30-49,Some college/2-yr degree,Other,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,300,2025-06-30,2024-086
5z46397vlev7xanem88f4ecd,0.993418,18-29,HS or less,White,Female,Independent,South,Not very accurate,Somewhat trustworthy,Not very important,Not likely,No,Very likely,It would become my preferred incentive offer,It depends on who is asking,TRUE,FALSE,FALSE,322,2025-07-09,2024-086
noixe5mfdrr52ij8qbzpho2h,0.131398,65+,HS or less,White,Male,Independent,South,Not at all accurate,Not very trustworthy,Not very important,Very likely,No,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,425,2025-07-06,2024-086
mvlmy6ou7jo3va8rgu7xys1r,0.805858,65+,Some college/2-yr degree,Hispanic,Other,Democrat,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,229,2025-06-24,2024-086
137axhqqx9l7mdb3t0al2j7a,1.399682,30-49,Some college/2-yr degree,Other,Male,Independent,West,Not very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,260,2025-07-15,2024-086
bucafr4fjzto87e7niml8u3d,1.261429,30-49,HS or less,White,Male,Democrat,South,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,440,2025-06-26,2024-086
1faqjp9nnuk8ufbt7j84nr1f,1.3062,50-64,4-yr/post-graduate degree,White,Male,Democrat,South,Not very accurate,Not very trustworthy,Very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,380,2025-06-26,2024-086
xs6majzlvk836u5nngge4uyx,1.127762,18-29,Some college/2-yr degree,Hispanic,Female,Republican,West,Not very accurate,Very trustworthy,Somewhat important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,332,2025-07-02,2024-086
kzcba6zyqzh4f423i75f2465,0.847533,30-49,4-yr/post-graduate degree,Hispanic,Female,Republican,Northeast,Very accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,375,2025-07-06,2024-086
gvrna222m6ghjizrqgnux3fn,0.80788,50-64,4-yr/post-graduate degree,White,Female,Democrat,South,Somewhat accurate,Not very trustworthy,Very important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,556,2025-06-20,2024-086
lyk7bfyflkh9gwjwjc6550m3,0.870364,30-49,4-yr/post-graduate degree,White,Male,Republican,West,Not very accurate,Not very trustworthy,Extremely important,Not likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,TRUE,378,2025-07-05,2024-086
ury7ctnnctryp9pwp0sa552y,0.814411,18-29,Some college/2-yr degree,Hispanic,Male,Democrat,South,Not very accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,268,2025-06-20,2024-086
ybrw6g5tfn2m2rvhdwgbq915,0.554044,50-64,4-yr/post-graduate degree,White,Female,Democrat,West,Very accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,238,2025-06-27,2024-086
r71k2jq7pf9ihsxciq9ffqmw,1.087605,30-49,4-yr/post-graduate degree,Hispanic,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would not interest me,No,FALSE,FALSE,TRUE,239,2025-07-10,2024-086
5xd5780yqzwjiy3dm79bovga,0.781993,18-29,Some college/2-yr degree,White,Male,Republican,Midwest,Not very accurate,Very trustworthy,Not at all important,Very likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,428,2025-07-08,2024-086
v0fenig02r3k302hz7sic1x9,0.816203,65+,4-yr/post-graduate degree,White,Male,Democrat,Northeast,Somewhat accurate,Not at all trustworthy,Very important,Very likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,TRUE,FALSE,80,2025-06-27,2024-086
18kq1uprali47h9yce2m9fv3,1.197228,30-49,HS or less,White,Female,Democrat,South,Somewhat accurate,Not at all trustworthy,Not very important,Not likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,TRUE,456,2025-06-24,2024-086
nlf6nqyq8ckicsctfa5mcvly,0.64634,50-64,HS or less,White,Male,Independent,Midwest,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,357,2025-07-14,2024-086
lyhy1uv87ieiu3bqk9otecae,1.372449,65+,HS or less,Black,Male,Democrat,West,Very accurate,Very trustworthy,Very important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,361,2025-07-15,2024-086
pgpnsmhnqhz6sk9xuy0yqo27,1.004271,65+,HS or less,White,Female,Democrat,Midwest,Not very accurate,Somewhat trustworthy,Very important,Not likely,No,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,351,2025-07-04,2024-086
iypxp2iyd920q5m9mejc8558,0.503785,65+,Some college/2-yr degree,White,Male,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,418,2025-07-01,2024-086
xdwkyvmy8enmcn0nt1nj6ioq,0.836946,30-49,Some college/2-yr degree,White,Male,Republican,South,Not at all accurate,Not at all trustworthy,Somewhat important,Very likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,296,2025-06-24,2024-086
rmybd7hf2kjdrpeh8fz9atli,1.065609,50-64,Some college/2-yr degree,White,Female,Independent,Midwest,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,493,2025-06-26,2024-086
uih7z49d90pr2dxfg5j3x51q,0.920396,65+,Some college/2-yr degree,Hispanic,Male,Independent,South,Somewhat accurate,Not very trustworthy,Not at all important,I would never participate in a phone survey,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,376,2025-07-06,2024-086
gzs58yi6wafd66llw2uceiz2,1.516468,65+,HS or less,Black,Female,Democrat,South,Very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,387,2025-06-19,2024-086
f39ikl3td8a406zkszo4dyhl,1.066397,30-49,Some college/2-yr degree,White,Female,Democrat,South,Somewhat accurate,Very trustworthy,Extremely important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,501,2025-06-24,2024-086
bemhcih7be6n9ksa0zfd046r,1.225776,65+,Some college/2-yr degree,Black,Male,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Not at all important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,330,2025-07-03,2024-086
q2ld3cq13urcxaktwthlwg6u,1.227894,50-64,HS or less,White,Male,Republican,Northeast,Not at all accurate,Not very trustworthy,Extremely important,Not likely,Maybe,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,457,2025-07-10,2024-086
cn5e0sm81r5ccpp8vu6sxrgr,0.819181,50-64,4-yr/post-graduate degree,White,Female,Democrat,South,Somewhat accurate,Very trustworthy,Not at all important,Somewhat likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,375,2025-06-20,2024-086
05mo0ap50es459a3tcimgs2l,0.634001,30-49,Some college/2-yr degree,Hispanic,Male,Democrat,West,Not at all accurate,Not very trustworthy,Not very important,Very likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,240,2025-06-26,2024-086
qpel4pu24yq13zuvcis3z3cq,1.037708,50-64,Some college/2-yr degree,White,Male,Democrat,West,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,No,Not at all likely,It would not interest me,It depends on who is asking,TRUE,FALSE,FALSE,413,2025-07-08,2024-086
hjz4a183qwroxzxljuuefeh1,1.163228,18-29,Some college/2-yr degree,White,Male,Independent,Midwest,Not very accurate,Very trustworthy,Somewhat important,Not likely,Yes,Likely,It would not interest me,No,FALSE,FALSE,FALSE,440,2025-06-30,2024-086
96i5fnayubk60909w9adi5af,0.652824,65+,Some college/2-yr degree,White,Male,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,455,2025-07-13,2024-086
ehz9rmbsb8ufe8rubgqd0pmx,1.237337,65+,HS or less,White,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,142,2025-07-01,2024-086
5sq1d4b9dx5hk20tiogwrqqx,1.220653,65+,4-yr/post-graduate degree,Black,Female,Democrat,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,103,2025-06-18,2024-086
yrfw9w7gedum6rnmnrtbc36s,0.757918,18-29,4-yr/post-graduate degree,Hispanic,Female,Republican,South,Somewhat accurate,Very trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would not interest me,No,FALSE,FALSE,FALSE,259,2025-06-30,2024-086
axj2w35khwh9u9pfd69igg8p,0.897789,30-49,4-yr/post-graduate degree,Hispanic,Female,Democrat,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,362,2025-07-06,2024-086
km9kno4wj5fhtroz2qyezqu9,0.493782,30-49,Some college/2-yr degree,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,304,2025-07-15,2024-086
3e2uo2xfxxzmhieyutcp624w,1.005636,65+,HS or less,White,Female,Democrat,Northeast,Not very accurate,Very trustworthy,Not very important,I would never participate in a phone survey,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,332,2025-06-20,2024-086
cmlet4jef9n81wtggn4x6ma0,0.668423,30-49,Some college/2-yr degree,Hispanic,Male,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Extremely important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,234,2025-07-11,2024-086
dgqw5ior7bn6ga0762e82stl,0.975967,65+,HS or less,White,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,269,2025-06-17,2024-086
x34iivg2qxgoqoiuw2ox6o2w,0.986653,30-49,HS or less,Black,Female,Republican,West,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,313,2025-06-22,2024-086
08hmcx2ckgjf7e4x0gh34ary,1.027842,65+,HS or less,White,Male,Republican,West,Very accurate,Somewhat trustworthy,Very important,Not likely,No,Likely,It would be one I would likely choose,No,FALSE,FALSE,TRUE,262,2025-06-27,2024-086
83lom39ojremqaaxz35pjjro,1.450297,30-49,4-yr/post-graduate degree,Black,Female,Republican,South,Somewhat accurate,Very trustworthy,Somewhat important,Very likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,377,2025-07-15,2024-086
pcj0vumuoprarn81za771w8z,0.331376,30-49,HS or less,Hispanic,Male,Other or none,Northeast,Not very accurate,Somewhat trustworthy,Extremely important,Somewhat likely,Maybe,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,215,2025-06-17,2024-086
3das76k62c9u4e8b2y2ckbbl,1.512798,50-64,Some college/2-yr degree,White,Male,Democrat,Northeast,Very accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,399,2025-07-01,2024-086
9x0k52tf8a147oo784lt5vqz,0.956178,65+,Some college/2-yr degree,Hispanic,Male,Independent,West,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,428,2025-06-25,2024-086
ifnz2lj8dugat2jjbn5pgomh,1.15459,30-49,HS or less,Hispanic,Male,Republican,Midwest,Not very accurate,Very trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,354,2025-07-07,2024-086
eb21gn8ddxl3i1d65kz2ma00,0.924209,30-49,4-yr/post-graduate degree,White,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,188,2025-07-16,2024-086
bm78qquwhlfmh9lmc8e75x05,0.936257,50-64,4-yr/post-graduate degree,Other,Female,Independent,South,Not very accurate,Very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,397,2025-06-27,2024-086
t58do2z0pl2uhvhqos10i4o4,1.24344,65+,4-yr/post-graduate degree,White,Female,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,219,2025-07-05,2024-086
oia23cwp88yg6vd4xrs46ad3,0.916656,30-49,HS or less,White,Male,Other or none,South,Not very accurate,Not at all trustworthy,Very important,Very likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,386,2025-07-08,2024-086
b5guy37z0n5xamz5uqxdk7ae,0.807709,50-64,Some college/2-yr degree,White,Female,Republican,West,Not at all accurate,Somewhat trustworthy,Very important,Very likely,No,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,347,2025-07-15,2024-086
uh4mqzhdfo5t64cq64xv7yva,1.286414,50-64,Some college/2-yr degree,Hispanic,Male,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Extremely important,Not likely,No,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,TRUE,310,2025-07-02,2024-086
vr6468q12pymf6fddyy1bt96,1.094303,50-64,HS or less,White,Male,Democrat,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,308,2025-06-17,2024-086
3wm6ub7c223hzhjylr8z5bs3,1.338371,65+,Some college/2-yr degree,White,Female,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,266,2025-07-16,2024-086
7ztrfkgxub10k2s5cilqwmo8,1.639544,50-64,Some college/2-yr degree,White,Male,Other or none,West,Not very accurate,Not very trustworthy,Not at all important,Somewhat likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,319,2025-07-12,2024-086
y5m145jgbgc321d8bs6bfjt2,0.853912,50-64,4-yr/post-graduate degree,White,Male,Independent,South,Not at all accurate,Not at all trustworthy,Somewhat important,Very likely,No,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,276,2025-07-15,2024-086
mh626r7psz0tk5fo2x65a1pi,1.247336,30-49,4-yr/post-graduate degree,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,365,2025-07-04,2024-086
7fnmsdhxrmmkmsi0s0sihqpn,0.868897,65+,Some college/2-yr degree,White,Male,Independent,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,321,2025-07-13,2024-086
7u2r9nq1mro2w9167drl9588,1.061936,30-49,4-yr/post-graduate degree,Other,Female,Republican,West,Very accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,419,2025-07-10,2024-086
wxpx1vo8oocvsrf422ioj6ab,0.780872,65+,HS or less,White,Female,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,280,2025-06-27,2024-086
etuc7aijgwnpwfqx1pvdo3fm,0.888948,50-64,Some college/2-yr degree,White,Male,Independent,Northeast,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,No,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,TRUE,449,2025-07-02,2024-086
hnafkzjmp1jlyhymxf3h8mqt,1.22065,50-64,HS or less,White,Female,Independent,Northeast,Very accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,437,2025-07-08,2024-086
0b4jc69tir0x2pkzrcxpp9hh,0.676905,30-49,4-yr/post-graduate degree,White,Female,Independent,Midwest,Not very accurate,Not very trustworthy,Extremely important,Very likely,No,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,344,2025-06-21,2024-086
9gy3w94nevlv46gcru9tpgyu,1.589362,30-49,4-yr/post-graduate degree,White,Male,Republican,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,339,2025-07-12,2024-086
se29szaevib3abt029fe722a,1.202371,30-49,Some college/2-yr degree,White,Female,Democrat,Northeast,Very accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Likely,It would not interest me,No,FALSE,TRUE,FALSE,147,2025-06-23,2024-086
jo5zqieu9fxyyqkm7b75zytw,0.485929,50-64,HS or less,White,Female,Independent,West,Not very accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,333,2025-06-29,2024-086
6pw36cu8xjwtzzfs60kg83yf,1.161619,65+,Some college/2-yr degree,White,Male,Democrat,Midwest,Not very accurate,Not very trustworthy,Not very important,Not likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,390,2025-07-05,2024-086
tel1n0ukjubtkd00c6e9to2l,1.196148,50-64,Some college/2-yr degree,White,Female,Other or none,West,Not very accurate,Not very trustworthy,Not at all important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,419,2025-07-10,2024-086
