respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
q9zcvgpdbqnwlg41yyz217ux,1.42809,50-64,HS or less,White,Female,Republican,West,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,No,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,255,2025-07-03,2024-035
2wxqjo1jy7mw3adbigvrviz6,0.871768,50-64,4-yr/post-graduate degree,White,Male,Republican,South,Somewhat accurate,Very trustworthy,Not at all important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,239,2025-06-24,2024-035
nx7e8nz4d8pb1cw2nchbnuyg,0.802702,65+,Some college/2-yr degree,White,Male,Republican,Northeast,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,306,2025-07-07,2024-035
yuhdl8hu9d438hph16wnr1sj,1.203676,30-49,4-yr/post-graduate degree,White,Male,Independent,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,368,2025-07-07,2024-035
r6l1ngp81vc9d0mgffwcjkmg,0.837645,30-49,HS or less,White,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Not at all important,Not likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,461,2025-06-30,2024-035
4txrbmt4zv1y258g9k4w84fv,0.994961,30-49,Some college/2-yr degree,Black,Male,Independent,West,Somewhat accurate,Not at all trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not very likely,It would not interest me,It depends on who is asking,TRUE,TRUE,FALSE,182,2025-06-18,2024-035
e6h7ehg7h4ujxyxfd2cd9kor,1.120744,30-49,HS or less,White,Male,Republican,Midwest,Somewhat accurate,Not very trustworthy,Extremely important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,356,2025-07-14,2024-035
9xm6h9f81zi8rdx7hagd0vbj,1.111792,50-64,4-yr/post-graduate degree,Other,Male,Other or none,Midwest,Not very accurate,Not very trustworthy,Not very important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,305,2025-07-13,2024-035
29bm9yzkedfi84h9p43hx6gh,0.93241,50-64,Some college/2-yr degree,White,Male,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,286,2025-07-08,2024-035
n54qx35xj50umro46tyjsaem,0.878859,65+,4-yr/post-graduate degree,White,Female,Independent,Midwest,Not very accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,250,2025-07-14,2024-035
sgcg6nuhi7w1sdzj0s7lrm8u,0.801112,50-64,Some college/2-yr degree,White,Male,Independent,West,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,335,2025-07-09,2024-035
zkb9df49njl8vdlrvur6sjs3,1.144429,50-64,HS or less,White,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Not very important,Somewhat likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,405,2025-06-21,2024-035
4nflwafdkufhr5uxsh8c93hh,1.134831,50-64,HS or less,Hispanic,Male,Other or none,South,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Not at all likely,It would not interest me,No,FALSE,FALSE,FALSE,289,2025-06-18,2024-035
r09rlpsdq2sicjdahlgmnj3f,1.008242,50-64,Some college/2-yr degree,White,Female,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,Yes,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,485,2025-07-06,2024-035
ei9ei1wyblctdrrjpnai7je7,0.76415,30-49,4-yr/post-graduate degree,Other,Male,Democrat,South,Not at all accurate,Not very trustworthy,Very important,Not likely,Maybe,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,240,2025-07-14,2024-035
ky5ha6912on4elftfmu89qq0,1.033176,50-64,HS or less,Hispanic,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,238,2025-06-25,2024-035
3hb00en5pkjfbr69synnn709,0.415317,30-49,Some college/2-yr degree,White,Male,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,TRUE,FALSE,107,2025-07-07,2024-035
ncws5btmq1hicsl6s8dtued3,0.673585,18-29,HS or less,Hispanic,Female,Other or none,West,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,286,2025-06-17,2024-035
52jks6qibrnogef007y9r82t,1.457666,30-49,4-yr/post-graduate degree,White,Male,Democrat,Midwest,Very accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,337,2025-07-03,2024-035
17dyya2ogxok45stwag2q2t8,1.176989,65+,Some college/2-yr degree,White,Male,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,436,2025-06-27,2024-035
jr9al4iwokpq0s2lm29dzvws,1.118207,30-49,Some college/2-yr degree,Hispanic,Male,Independent,West,Somewhat accurate,Not very trustworthy,Not at all important,I would never participate in a phone survey,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,TRUE,379,2025-06-18,2024-035
ccyb8ojvwjl4mznyhqomghz7,1.588541,65+,HS or less,White,Female,Independent,Northeast,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,357,2025-07-12,2024-035
5b1bpawve9uvtcax2sftwjo2,1.404117,18-29,HS or less,Black,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,345,2025-06-25,2024-035
c5rr2ltwoyto6hngnl2842gk,0.806086,18-29,Some college/2-yr degree,Hispanic,Other,Republican,Northeast,Somewhat accurate,Not very trustworthy,Very important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,252,2025-07-05,2024-035
d9qxhvjc7ro5n38hdrae5q5z,1.307248,50-64,HS or less,Hispanic,Female,Democrat,South,Somewhat accurate,Very trustworthy,Not very important,Not likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,380,2025-06-21,2024-035
6jqz76366b8we84dm01r6fxg,0.763814,50-64,Some college/2-yr degree,White,Female,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Not very important,Very likely,Maybe,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,454,2025-07-13,2024-035
acl595lnynhq8el5vc7j8tb7,0.975318,50-64,Some college/2-yr degree,White,Male,Independent,Northeast,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,351,2025-07-15,2024-035
vtddjfn9qkdtff8qz2qu28km,1.068585,30-49,4-yr/post-graduate degree,White,Male,Republican,Midwest,Not at all accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,220,2025-07-14,2024-035
g17qlihua474kmv2tch97tet,0.78623,30-49,Some college/2-yr degree,White,Female,Republican,West,Very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,384,2025-07-06,2024-035
wq1g1k6r81hbl1h4166hu3ps,1.190989,50-64,Some college/2-yr degree,White,Male,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,273,2025-07-15,2024-035
5ikolz31s8rxh5cd3k9khjo0,0.647874,30-49,4-yr/post-graduate degree,White,Female,Republican,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Maybe,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,432,2025-07-08,2024-035
a3muz45up74q7njanq2xlsti,0.881022,18-29,4-yr/post-graduate degree,White,Female,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,411,2025-07-16,2024-035
deh63dapubs4wo2u3qjtjw13,1.012967,50-64,4-yr/post-graduate degree,Black,Female,Independent,South,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,No,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,452,2025-06-27,2024-035
87pxl3e74m4lbrsv61vmav31,1.048461,30-49,Some college/2-yr degree,White,Male,Independent,Midwest,Not very accurate,Not at all trustworthy,Very important,Not likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,297,2025-06-18,2024-035
jhmkj0s3ujit0v3qrjzz8an1,1.393112,65+,HS or less,White,Male,Democrat,Midwest,Very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,477,2025-06-22,2024-035
zrq913n26x0dah7k6n5sru75,0.954439,30-49,HS or less,White,Male,Republican,South,Somewhat accurate,Not very trustworthy,Extremely important,Not likely,No,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,396,2025-07-04,2024-035
kpaj1ito7g9ek9h2jvvisgbr,1.498961,30-49,HS or less,Hispanic,Female,Democrat,West,Not at all accurate,Not very trustworthy,Extremely important,Very likely,No,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,401,2025-06-22,2024-035
fsptl57lietbpa3krlko30o2,1.28507,50-64,HS or less,White,Male,Democrat,Midwest,Somewhat accurate,Very trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,382,2025-07-04,2024-035
wox1wr0issdzram172bpoxfp,1.021933,50-64,4-yr/post-graduate degree,White,Male,Democrat,West,Very accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,304,2025-07-02,2024-035
4jqcjvkojsa2lbshsfija078,0.622468,65+,HS or less,White,Male,Republican,South,Somewhat accurate,Not very trustworthy,Very important,Somewhat likely,No,Very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,388,2025-07-03,2024-035
e5k039j2agosh1bm1k8g1vsp,1.224378,50-64,4-yr/post-graduate degree,Black,Female,Republican,Northeast,Not very accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,TRUE,264,2025-07-11,2024-035
tnh7s069zdt6dbctepul7k34,1.034251,30-49,HS or less,Hispanic,Male,Independent,Midwest,Not at all accurate,Not at all trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,301,2025-07-08,2024-035
fo9h1snwzlkagvyowjfu9wb4,1.085275,30-49,4-yr/post-graduate degree,White,Male,Democrat,South,Very accurate,Not very trustworthy,Not at all important,Very likely,Maybe,Not at all likely,It would not interest me,Yes,FALSE,FALSE,FALSE,285,2025-07-13,2024-035
4iz29fj7r6bbzu7mfonoqi76,1.297291,50-64,4-yr/post-graduate degree,Black,Female,Independent,West,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,315,2025-06-21,2024-035
x3lqjviezsl7du62wz5byd80,0.970962,30-49,HS or less,Hispanic,Male,Republican,West,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,330,2025-07-13,2024-035
sy4o5u8rc988m6uxrs3xxu49,0.998925,50-64,4-yr/post-graduate degree,White,Male,Republican,South,Not very accurate,Very trustworthy,Not very important,Very likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,438,2025-07-06,2024-035
xwapspppkxkrwua8f8scxv7d,0.842082,30-49,4-yr/post-graduate degree,White,Male,Democrat,South,Not very accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,TRUE,FALSE,131,2025-07-09,2024-035
6xjb4975is3pt8nc866gb0d5,1.037851,65+,HS or less,Hispanic,Male,Independent,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Not likely,No,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,350,2025-06-30,2024-035
9k7yef1hovrmodoz6s8jm416,0.850906,30-49,HS or less,Hispanic,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,463,2025-06-25,2024-035
1vh5mc3szq02a015u4n0m4by,1.193389,50-64,HS or less,White,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,397,2025-07-06,2024-035
0o1lykk7wakteef2at3h2blg,1.770665,30-49,Some college/2-yr degree,White,Female,Republican,South,Somewhat accurate,Not very trustworthy,Extremely important,Somewhat likely,No,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,353,2025-06-24,2024-035
iszb8foqfwjjhqtffu286ygl,0.516268,30-49,Some college/2-yr degree,White,Female,Republican,South,Not at all accurate,Not at all trustworthy,Very important,Not likely,No,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,387,2025-07-08,2024-035
z111fkboil9tec8rkgiwixhj,0.811062,18-29,HS or less,White,Male,Democrat,Midwest,Very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,400,2025-06-30,2024-035
ewl5bm6gwgcmdqx450ebi1ds,1.006988,65+,Some college/2-yr degree,Black,Male,Republican,South,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,370,2025-07-06,2024-035
lqwtmrfmfzyr4by8uieg4ohw,1.164687,50-64,HS or less,Other,Male,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,288,2025-07-12,2024-035
7cq8xk4g9afe5ys30s8lcah9,1.247898,50-64,Some college/2-yr degree,White,Female,Republican,South,Somewhat accurate,Very trustworthy,Not very important,Not likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,366,2025-07-08,2024-035
qs7taphht647fnnm33i6effg,1.324253,50-64,HS or less,Hispanic,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Extremely important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,306,2025-07-08,2024-035
hk6kxw7w80hixu0cvep3ww2k,0.819362,65+,4-yr/post-graduate degree,Other,Female,Independent,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,313,2025-07-12,2024-035
oz87ujpbs589j1irreh2e8r9,0.781721,30-49,4-yr/post-graduate degree,Hispanic,Female,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Maybe,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,222,2025-06-30,2024-035
xgbqucq7txf94ora0r9z8tz4,0.880408,65+,4-yr/post-graduate degree,White,Female,Republican,West,Somewhat accurate,Not very trustworthy,Not very important,I would never participate in a phone survey,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,445,2025-07-02,2024-035
6lax6d4sqcaaz7yhkyc6p50a,0.639097,30-49,Some college/2-yr degree,Hispanic,Female,Independent,Northeast,Somewhat accurate,Very trustworthy,Somewhat important,Not likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,338,2025-07-13,2024-035
nzg3gb398ix2y8z4sbezh4oz,0.900512,30-49,Some college/2-yr degree,Other,Female,Independent,West,Not at all accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Yes,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,371,2025-07-07,2024-035
idn7cx0ist5s7jlbmh5gi04v,0.697563,30-49,HS or less,Black,Male,Democrat,Midwest,Very accurate,Somewhat trustworthy,Very important,Very likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,187,2025-07-15,2024-035
64hv8deyed291w5fnehu176w,0.298549,50-64,HS or less,White,Male,Democrat,South,Not at all accurate,Very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,TRUE,481,2025-07-05,2024-035
p8j14qrva05djuxcgdqvupdz,0.715473,50-64,HS or less,White,Male,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,398,2025-07-10,2024-035
brzskgluy3i7i3kczuko328t,0.60167,30-49,Some college/2-yr degree,Hispanic,Female,Democrat,South,Somewhat accurate,Not at all trustworthy,Very important,Somewhat likely,Yes,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,499,2025-06-20,2024-035
0n38ppfohlvyxslvu1xletnq,0.884324,30-49,HS or less,Hispanic,Female,Independent,Midwest,Not very accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Likely,It would be one I would likely choose,No,TRUE,TRUE,FALSE,122,2025-06-22,2024-035
03yr9gqk27ybm95dbms9emva,1.398013,18-29,4-yr/post-graduate degree,White,Female,Republican,Midwest,Very accurate,Not at all trustworthy,Very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,Yes,FALSE,TRUE,FALSE,116,2025-06-28,2024-035
kz6b9zre752homods6wopm08,0.906204,50-64,Some college/2-yr degree,Black,Male,Independent,Midwest,Not very accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Not very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,422,2025-07-04,2024-035
xiikcstaxprhqojr3knt4jtz,0.774568,30-49,Some college/2-yr degree,Black,Female,Independent,South,Somewhat accurate,Not at all trustworthy,Somewhat important,Not likely,No,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,306,2025-06-28,2024-035
row0nzwr8bq8ahts79wm73ze,1.061704,30-49,Some college/2-yr degree,White,Male,Independent,Midwest,Somewhat accurate,Very trustworthy,Somewhat important,Somewhat likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,263,2025-07-07,2024-035
lmclkbszdlz9rlu0s87090k7,0.763202,65+,4-yr/post-graduate degree,White,Male,Democrat,West,Not very accurate,Very trustworthy,Very important,Very likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,355,2025-06-20,2024-035
fh7c7uip8nrld8p9yn9s2akz,1.21633,50-64,HS or less,White,Male,Independent,West,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,Yes,Not at all likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,264,2025-07-06,2024-035
84q8k4po6wbgaybaycbaf1hb,1.007188,18-29,HS or less,Black,Female,Democrat,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,345,2025-07-13,2024-035
hvp9sjfyva1dcbg10mv7ff86,1.434191,65+,Some college/2-yr degree,White,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,276,2025-07-04,2024-035
6aqdbum6gzlefreni7rnh5bh,1.486759,65+,Some college/2-yr degree,White,Male,Independent,West,Somewhat accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,No,Likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,313,2025-06-24,2024-035
cj706ttklzmw4rlfj8mhtmsf,0.890416,50-64,4-yr/post-graduate degree,Black,Male,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,366,2025-06-25,2024-035
jeqexfx9wbl87uwvp93qfb5s,0.301627,30-49,4-yr/post-graduate degree,White,Female,Independent,South,Not very accurate,Very trustworthy,Very important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,496,2025-06-24,2024-035
iqhof48jekytqaueso6u6yhn,1.066588,65+,Some college/2-yr degree,Black,Female,Independent,South,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Yes,Likely,It would not interest me,No,FALSE,FALSE,FALSE,335,2025-06-26,2024-035
wqnnfz8iryl6e41cre5lpc5n,0.866516,50-64,HS or less,Other,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,380,2025-06-23,2024-035
q6kx9hptm191snmcfwh7y2ri,1.24903,30-49,HS or less,Hispanic,Male,Republican,South,Not at all accurate,Somewhat trustworthy,Very important,Very likely,Yes,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,328,2025-07-12,2024-035
xsdyjnbi1oi0s4i974z44pwl,1.322656,65+,Some college/2-yr degree,Hispanic,Female,Democrat,South,Somewhat accurate,Not at all trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,469,2025-06-27,2024-035
95to09vb4qryv7wwjjk6woxk,1.174008,65+,HS or less,Black,Male,Republican,South,Very accurate,Very trustworthy,Extremely important,Somewhat likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,216,2025-06-26,2024-035
pii7uihs6ki0asras5sfarvj,1.249788,65+,4-yr/post-graduate degree,White,Male,Independent,West,Very accurate,Somewhat trustworthy,Very important,Very likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,346,2025-07-10,2024-035
1rtfamkpng4lsh8289j3vm5y,0.896245,50-64,HS or less,White,Other,Republican,Northeast,Somewhat accurate,Not very trustworthy,Very important,Very likely,Yes,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,221,2025-07-01,2024-035
