respondent_id,n_surveys_participated,first_survey_date,last_survey_date,total_attention_fails,total_speeder_flags,total_straight_line,attention_fail_rate,speeder_rate,straight_line_rate,avg_duration,quality_score,risk_tier
0624vo7r2y19l1fkmf1ow7uy,1,2025-06-25,2025-06-25,1,0,0,1,0,0,428,0.6,High Risk
063vth7biqkjmb8ci5xg2qh1,1,2025-07-03,2025-07-03,1,1,0,1,1,0,125,0.30000000000000004,High Risk
06d252ykqybztfotjjukjc6u,1,2025-07-08,2025-07-08,1,1,0,1,1,0,147,0.30000000000000004,High Risk
06oaeohnw32cz322m9hu2dyc,1,2025-07-14,2025-07-14,1,1,0,1,1,0,68,0.30000000000000004,High Risk
06vvas40gwpvx162j5k22umk,1,2025-07-10,2025-07-10,1,0,0,1,0,0,214,0.6,High Risk
06xi7zmm4evrkkbys2ziggws,1,2025-06-20,2025-06-20,1,0,0,1,0,0,188,0.6,High Risk
073w29kmhakw5zxowl21j3gj,1,2025-07-09,2025-07-09,1,0,0,1,0,0,374,0.6,High Risk
07crmozmt4m32b5ykvswv1z0,1,2025-06-22,2025-06-22,1,1,0,1,1,0,90,0.30000000000000004,High Risk
07lygiuvypblpdc4gocn6qf8,1,2025-07-16,2025-07-16,1,1,0,1,1,0,90,0.30000000000000004,High Risk
07mfbzh4anmh1e9vz9yj2liu,1,2025-06-22,2025-06-22,1,1,0,1,1,0,78,0.30000000000000004,High Risk
07rgcjeig3e4rjvgjqqsa9ma,1,2025-06-23,2025-06-23,1,1,0,1,1,0,118,0.30000000000000004,High Risk
07sesu9lbg4dmm24j2zztq6z,1,2025-07-11,2025-07-11,1,1,0,1,1,0,89,0.30000000000000004,High Risk
080ig1o9lz05zkhfgk0yi29h,1,2025-07-14,2025-07-14,1,0,0,1,0,0,292,0.6,High Risk
086ij9yyoctynn9og9kgmsn0,1,2025-06-23,2025-06-23,1,0,0,1,0,0,263,0.6,High Risk
08ct4urs64zsh3cmc22t0u4t,1,2025-07-07,2025-07-07,1,1,0,1,1,0,139,0.30000000000000004,High Risk
08jeu2gtikcct6kb9d1nr94z,1,2025-07-09,2025-07-09,1,0,0,1,0,0,294,0.6,High Risk
08quxias57553bhyvfqwwkms,1,2025-06-17,2025-06-17,1,1,0,1,1,0,60,0.30000000000000004,High Risk
08vhnc7mb2zp4rdvltr45fhy,1,2025-06-20,2025-06-20,1,0,0,1,0,0,335,0.6,High Risk
09ai0f3p70gbajgbla1yjsp6,1,2025-06-29,2025-06-29,1,1,0,1,1,0,104,0.30000000000000004,High Risk
09cozmkg2h0f319k0132btmn,1,2025-06-18,2025-06-18,1,1,0,1,1,0,123,0.30000000000000004,High Risk
09p8qw5iekibzolqsaipohky,1,2025-07-16,2025-07-16,1,1,0,1,1,0,103,0.30000000000000004,High Risk
09qqzl8mup9jd0plz9t8zgrx,1,2025-07-15,2025-07-15,1,1,0,1,1,0,90,0.30000000000000004,High Risk
09t8y7f2gfsmh33xvccou6zu,1,2025-07-13,2025-07-13,1,1,0,1,1,0,79,0.30000000000000004,High Risk
0afwgyeodf6jlxaotnh8ons6,1,2025-06-28,2025-06-28,1,1,0,1,1,0,138,0.30000000000000004,High Risk
0b4wbpf6fo5zvzuw1qp2yuqq,1,2025-06-19,2025-06-19,1,0,0,1,0,0,284,0.6,High Risk
0bk3nd8awzkl9l0ce3yew4m4,1,2025-06-23,2025-06-23,1,0,0,1,0,0,333,0.6,High Risk
0bkiib32qfagvgo3246lab04,1,2025-06-25,2025-06-25,1,1,0,1,1,0,116,0.30000000000000004,High Risk
0bw17okdmgd5zklf9q52p1ve,1,2025-06-23,2025-06-23,1,0,0,1,0,0,442,0.6,High Risk
0c7hd7n4kdcthfa97voy95op,1,2025-07-17,2025-07-17,1,0,0,1,0,0,312,0.6,High Risk
0cfeja432nz3actwmc273ll1,1,2025-07-06,2025-07-06,1,1,0,1,1,0,104,0.30000000000000004,High Risk
0chye6imn46zkasmszhpld21,1,2025-07-05,2025-07-05,1,1,1,1,1,1,176,0,High Risk
0cn61l1kaeqbxmalt3fnrdn4,1,2025-06-29,2025-06-29,1,0,0,1,0,0,287,0.6,High Risk
0cws2xno1w9t40ktlevryrwc,1,2025-06-29,2025-06-29,1,1,0,1,1,0,116,0.30000000000000004,High Risk
0d51ltmjs9qwaohhcuq45hi5,1,2025-07-06,2025-07-06,1,0,0,1,0,0,370,0.6,High Risk
0d8vhetl0wfue3jh2ne5saaz,1,2025-07-12,2025-07-12,1,0,0,1,0,0,389,0.6,High Risk
0dwz3hr06ouy4hj13hfla0mb,1,2025-07-05,2025-07-05,1,1,1,1,1,1,84,0,High Risk
0e55s4fk35fnqdh394vxhqyx,1,2025-06-20,2025-06-20,1,1,0,1,1,0,85,0.30000000000000004,High Risk
0e9f66oiawg45ze58rwsdv6g,1,2025-06-23,2025-06-23,1,1,0,1,1,0,111,0.30000000000000004,High Risk
0e9yzoehxvvkrlko04tv4n1c,1,2025-07-16,2025-07-16,1,1,0,1,1,0,95,0.30000000000000004,High Risk
0emydqhmv7rqsgptx6wv8t5w,1,2025-06-24,2025-06-24,1,1,0,1,1,0,132,0.30000000000000004,High Risk
0f2peeia5mcx087l18cb1j6a,1,2025-06-17,2025-06-17,1,0,0,1,0,0,266,0.6,High Risk
0fmrywen435bwrd5j4adteef,1,2025-07-05,2025-07-05,1,1,0,1,1,0,97,0.30000000000000004,High Risk
0fxl7ijlb37ph9hmpxelctu6,1,2025-07-04,2025-07-04,1,0,0,1,0,0,454,0.6,High Risk
0fyb4lsryk30j859o8v5lqyg,1,2025-07-06,2025-07-06,1,1,0,1,1,0,142,0.30000000000000004,High Risk
0gbolr1pdcc6tx3bi8b12yw4,1,2025-07-08,2025-07-08,1,0,0,1,0,0,243,0.6,High Risk
0geekgkw7gi8wfennietdjvt,1,2025-06-26,2025-06-26,1,0,0,1,0,0,349,0.6,High Risk
0h2bp5q74h8l1yaf5zqzfr72,1,2025-07-12,2025-07-12,1,1,0,1,1,0,182,0.30000000000000004,High Risk
0hd4etylcalkbza1nu3xf51i,1,2025-07-07,2025-07-07,1,0,0,1,0,0,338,0.6,High Risk
0hfs6fw623etejhxvex4p3b7,1,2025-06-25,2025-06-25,1,1,0,1,1,0,160,0.30000000000000004,High Risk
0hi5kx47rylytkmof09cikd0,1,2025-07-04,2025-07-04,1,1,0,1,1,0,131,0.30000000000000004,High Risk
0hnr13qzazwy2zak9bkywln4,1,2025-06-24,2025-06-24,1,0,0,1,0,0,284,0.6,High Risk
0hszsqv8r8a9qknml2p7j6tr,1,2025-06-28,2025-06-28,1,0,0,1,0,0,222,0.6,High Risk
0ht6c2sb6kanz5w3i4zmjcwk,1,2025-07-12,2025-07-12,1,1,0,1,1,0,79,0.30000000000000004,High Risk
0huveemvqdqcauuttbouv15l,1,2025-07-15,2025-07-15,1,0,0,1,0,0,331,0.6,High Risk
0hvmxu4b9gv9pfphdst0yya3,1,2025-06-28,2025-06-28,1,1,0,1,1,0,109,0.30000000000000004,High Risk
0i8iputc6htmchm5bfxs562v,1,2025-06-25,2025-06-25,1,1,0,1,1,0,98,0.30000000000000004,High Risk
0i9vnhwrio6qpp138t6prm67,1,2025-06-28,2025-06-28,1,1,1,1,1,1,115,0,High Risk
0if893hjv2xz8o4shwaq4w60,1,2025-06-23,2025-06-23,1,1,0,1,1,0,148,0.30000000000000004,High Risk
0is3zygzz3ya0fl7ffh8hs9e,1,2025-07-05,2025-07-05,1,0,0,1,0,0,324,0.6,High Risk
0j0biishuaoe33u3s2zgq6l9,1,2025-07-08,2025-07-08,1,0,1,1,0,1,431,0.30000000000000004,High Risk
0jlfhio9yy6ztlzmlryj51nu,1,2025-07-17,2025-07-17,1,0,0,1,0,0,226,0.6,High Risk
0jxi6pgs4gurr91bzk39sewv,1,2025-06-28,2025-06-28,1,1,0,1,1,0,142,0.30000000000000004,High Risk
0kfa8nj3nt1isyo606oi089c,1,2025-07-11,2025-07-11,1,0,0,1,0,0,331,0.6,High Risk
0kgiw53gs277da5qqs33hxji,1,2025-07-16,2025-07-16,1,0,0,1,0,0,330,0.6,High Risk
0kylbeg0bskn0frbztr67u5g,1,2025-07-05,2025-07-05,1,1,0,1,1,0,171,0.30000000000000004,High Risk
0l6gkn9fulfovep781w3jake,1,2025-06-21,2025-06-21,1,1,0,1,1,0,121,0.30000000000000004,High Risk
0l8qmo39nsvh2tkoub5sda50,1,2025-07-14,2025-07-14,1,0,0,1,0,0,433,0.6,High Risk
0lj6gn9dqqhhjcimnm8eynyo,1,2025-07-12,2025-07-12,1,1,0,1,1,0,159,0.30000000000000004,High Risk
0lymsctit10mv2d708taph6g,1,2025-06-19,2025-06-19,1,1,0,1,1,0,151,0.30000000000000004,High Risk
0m4vg549sideozo1a2obks6d,1,2025-07-12,2025-07-12,1,1,0,1,1,0,126,0.30000000000000004,High Risk
0mnbecv2rsepvhzg274uo7gd,1,2025-07-06,2025-07-06,1,1,1,1,1,1,84,0,High Risk
0mom4vw61boh9lfyserpbk3n,1,2025-07-03,2025-07-03,1,1,0,1,1,0,118,0.30000000000000004,High Risk
0mv92e68c661bdob4q9qya62,1,2025-06-26,2025-06-26,1,0,0,1,0,0,388,0.6,High Risk
0mwl3bdw9mt11kx70wkzudhx,1,2025-07-07,2025-07-07,1,0,0,1,0,0,386,0.6,High Risk
0n16xaculkxnue51x1v31iki,1,2025-06-26,2025-06-26,1,0,0,1,0,0,197,0.6,High Risk
0n2m3nomr7uthd42yzhpkxuw,1,2025-06-19,2025-06-19,1,0,0,1,0,0,383,0.6,High Risk
0n38ppfohlvyxslvu1xletnq,1,2025-06-22,2025-06-22,1,1,0,1,1,0,122,0.30000000000000004,High Risk
0nr1v1py0qtb4z23tawe540t,1,2025-07-04,2025-07-04,1,0,0,1,0,0,369,0.6,High Risk
0o0vr7n4271bvg1fjcu0rnan,1,2025-07-10,2025-07-10,1,0,0,1,0,0,334,0.6,High Risk
0ogfjo4adk9s8qftdtk7j5pb,1,2025-07-01,2025-07-01,1,0,0,1,0,0,273,0.6,High Risk
0p36o6k557dkd05x2om4f4ld,1,2025-07-06,2025-07-06,1,1,0,1,1,0,112,0.30000000000000004,High Risk
0p5d1ld4jjc2zad4csio91uf,1,2025-06-30,2025-06-30,1,0,0,1,0,0,287,0.6,High Risk
0p8zpyj0nbyshamgi6d6khcd,1,2025-07-02,2025-07-02,1,0,0,1,0,0,417,0.6,High Risk
0pafsd0m1hlj2990kz7hh3t5,1,2025-07-03,2025-07-03,1,0,0,1,0,0,350,0.6,High Risk
0qn7f4cpgyjzps8pkzhpatsd,1,2025-06-21,2025-06-21,1,0,1,1,0,1,318,0.30000000000000004,High Risk
0qns71acmbga2nbf27ort3tj,1,2025-07-14,2025-07-14,1,1,0,1,1,0,111,0.30000000000000004,High Risk
0qre8kh4b0kfv5y6tbpdbpnu,1,2025-07-03,2025-07-03,1,0,0,1,0,0,455,0.6,High Risk
0r20nhlfwpi5stti9oqvl15g,1,2025-06-29,2025-06-29,1,0,0,1,0,0,294,0.6,High Risk
0r3w3p3zlv9kzf3j7447s2zb,1,2025-07-10,2025-07-10,1,0,0,1,0,0,412,0.6,High Risk
0ra9qwhcsu63engbivpcdsv1,1,2025-07-12,2025-07-12,1,1,0,1,1,0,126,0.30000000000000004,High Risk
0rvnbujtsmolbalt3kroviel,1,2025-06-29,2025-06-29,1,0,0,1,0,0,402,0.6,High Risk
0rwjnet02ev9qqdrynvixuc4,1,2025-07-04,2025-07-04,1,1,0,1,1,0,95,0.30000000000000004,High Risk
0rxsvwpg8ywi3h7xxtsessvq,1,2025-07-08,2025-07-08,1,0,0,1,0,0,283,0.6,High Risk
0s3kfq7zaynzdxzfisjlarun,1,2025-07-03,2025-07-03,1,0,0,1,0,0,332,0.6,High Risk
0s8vl6j1cycvaxtb1tmcjudx,1,2025-06-18,2025-06-18,1,1,0,1,1,0,128,0.30000000000000004,High Risk
0s9y9o1v0ml5g98jar5vvlsq,1,2025-07-11,2025-07-11,1,0,0,1,0,0,313,0.6,High Risk
0sbbhthacdmc2w6e594vsifl,1,2025-07-10,2025-07-10,1,0,0,1,0,0,368,0.6,High Risk
0sec3ggdcnb5a1k8fbjhzo8b,1,2025-07-07,2025-07-07,1,1,0,1,1,0,119,0.30000000000000004,High Risk
0spk0w7hlqb4tv0lcc4clpav,1,2025-07-12,2025-07-12,1,1,0,1,1,0,130,0.30000000000000004,High Risk
0st0tgyl3xqmgqtsu4k3oge9,1,2025-07-07,2025-07-07,1,1,0,1,1,0,104,0.30000000000000004,High Risk
0t0w2cain5fbju8q1hrv7ko6,1,2025-06-21,2025-06-21,1,1,0,1,1,0,156,0.30000000000000004,High Risk
0t39j4s8e7zzig0run4p4seh,1,2025-06-19,2025-06-19,1,0,0,1,0,0,303,0.6,High Risk
0t92rtfi96u0ovyssf0ol5lu,1,2025-06-27,2025-06-27,1,0,0,1,0,0,508,0.6,High Risk
0tojglg1vhdteeqaoq724s9i,1,2025-07-14,2025-07-14,1,1,0,1,1,0,109,0.30000000000000004,High Risk
0tvz7rs1ebs0gsgl55l10q4x,1,2025-07-10,2025-07-10,1,1,1,1,1,1,108,0,High Risk
0tyxtf9pgo6663x3iih001s0,1,2025-07-05,2025-07-05,1,0,0,1,0,0,405,0.6,High Risk
0u9yv1wf1t15y4lv7j0dmcbe,1,2025-06-23,2025-06-23,1,0,1,1,0,1,363,0.30000000000000004,High Risk
0ub90uy9stam4tjndxma79pi,1,2025-06-23,2025-06-23,1,0,0,1,0,0,263,0.6,High Risk
0uf1f9fekfa08mwop13oqsa4,1,2025-06-26,2025-06-26,1,0,0,1,0,0,405,0.6,High Risk
0uh6p1qlx4ta316ww2032fqx,1,2025-06-23,2025-06-23,1,0,0,1,0,0,450,0.6,High Risk
0unou5pgas58lt3glyn262dy,1,2025-07-04,2025-07-04,1,0,0,1,0,0,330,0.6,High Risk
0uo9opoxamv4h8icve9gf7vo,1,2025-07-09,2025-07-09,1,0,0,1,0,0,487,0.6,High Risk
0uy16uohdp9zlt7h6ppkwsva,1,2025-07-08,2025-07-08,1,0,0,1,0,0,311,0.6,High Risk
0v0e23s12eu6gi05g3z9u7hv,1,2025-07-03,2025-07-03,1,0,0,1,0,0,355,0.6,High Risk
0vdbux12o9j6q8anu0lwnphe,1,2025-06-25,2025-06-25,1,1,1,1,1,1,137,0,High Risk
0vh3igcl58q2ngge1my7od1v,1,2025-06-18,2025-06-18,1,0,0,1,0,0,304,0.6,High Risk
0w6hfmfr3912njmlh77n3jog,1,2025-06-19,2025-06-19,1,1,0,1,1,0,101,0.30000000000000004,High Risk
0w7zwkpmeem8iayh33qm6z5w,1,2025-07-17,2025-07-17,1,0,0,1,0,0,429,0.6,High Risk
0wa235yglixu8ye24tek5m9t,1,2025-07-01,2025-07-01,1,0,0,1,0,0,368,0.6,High Risk
0wkq6y739zv72wh3gle6uo16,1,2025-06-22,2025-06-22,1,1,0,1,1,0,123,0.30000000000000004,High Risk
0x0ww2w0v06z40yz8pod6jpt,1,2025-06-21,2025-06-21,1,0,0,1,0,0,443,0.6,High Risk
0x52xadvvu5isja5ftkl4u0l,1,2025-06-27,2025-06-27,1,0,0,1,0,0,277,0.6,High Risk
0x5jj7od298g7h8zz4fx8osz,1,2025-07-07,2025-07-07,1,0,0,1,0,0,309,0.6,High Risk
0xl9o6knxd6rcr9vabp8vjei,1,2025-06-21,2025-06-21,1,1,0,1,1,0,122,0.30000000000000004,High Risk
0ybk6e28ye7pnsav6lwf7l2b,1,2025-06-21,2025-06-21,1,0,0,1,0,0,340,0.6,High Risk
0zm5au57mp4bkm9cpbxxie9x,1,2025-07-01,2025-07-01,1,0,0,1,0,0,405,0.6,High Risk
0zp79rra1kpkaxjlxr51hduu,1,2025-07-14,2025-07-14,1,0,0,1,0,0,375,0.6,High Risk
0zq3yqundpjbldz74t97pq8y,1,2025-06-17,2025-06-17,1,1,0,1,1,0,126,0.30000000000000004,High Risk
107n0i24hdsto4bhax1605kt,1,2025-07-04,2025-07-04,1,0,0,1,0,0,369,0.6,High Risk
10mouu4zspxnqs1trrpy6jtb,1,2025-06-30,2025-06-30,1,0,0,1,0,0,463,0.6,High Risk
10v1s6r4nm0thajvm3apsp1r,1,2025-07-11,2025-07-11,1,1,0,1,1,0,93,0.30000000000000004,High Risk
10vw6p1p1pj7klqhs0xkomv2,1,2025-06-29,2025-06-29,1,0,0,1,0,0,300,0.6,High Risk
11esj2rflylfbp9c9bkxgfdb,1,2025-07-04,2025-07-04,1,1,0,1,1,0,78,0.30000000000000004,High Risk
11vxo9ah80f8ob4x6gzw3jyr,1,2025-07-16,2025-07-16,1,0,0,1,0,0,262,0.6,High Risk
11w7v1wj830mwd5g4dr3vpni,1,2025-06-27,2025-06-27,1,0,0,1,0,0,449,0.6,High Risk
128nx1t9i713n3c6q6zh6l6k,1,2025-07-12,2025-07-12,1,1,0,1,1,0,76,0.30000000000000004,High Risk
12ahugln2g1ywmai35k1ujd9,1,2025-06-20,2025-06-20,1,1,0,1,1,0,108,0.30000000000000004,High Risk
12m26g2awqda9mo5urgtnkr5,1,2025-06-18,2025-06-18,1,0,0,1,0,0,385,0.6,High Risk
12woq2ny6179tpu1yt2lvf2s,1,2025-07-04,2025-07-04,1,1,0,1,1,0,77,0.30000000000000004,High Risk
13uko2ba41tdx546pg0fj4se,1,2025-07-06,2025-07-06,1,1,0,1,1,0,106,0.30000000000000004,High Risk
14wbv22ibzn967hgf6riv8r2,1,2025-07-03,2025-07-03,1,0,0,1,0,0,454,0.6,High Risk
155isyfv99jkurd9u9rp4w5s,1,2025-06-26,2025-06-26,1,1,0,1,1,0,142,0.30000000000000004,High Risk
16mrpp4wn8y2ooet7cr8saw0,1,2025-07-16,2025-07-16,1,1,0,1,1,0,143,0.30000000000000004,High Risk
16mxttw2v0anrpdii5zzxcf4,1,2025-07-03,2025-07-03,1,1,0,1,1,0,128,0.30000000000000004,High Risk
16xmlysinoiuzoe2er4rdwev,1,2025-07-01,2025-07-01,1,1,0,1,1,0,132,0.30000000000000004,High Risk
16yallicmvajmkbqak8k8pgb,1,2025-06-25,2025-06-25,1,1,0,1,1,0,109,0.30000000000000004,High Risk
16z185xc2fgh2cbaz1swc5m2,1,2025-06-19,2025-06-19,1,1,0,1,1,0,119,0.30000000000000004,High Risk
17dcyzas4cyvvh28f9dbcsc7,1,2025-07-14,2025-07-14,1,1,0,1,1,0,129,0.30000000000000004,High Risk
17ikmrwnbk3u2rrqdlq7q62p,1,2025-06-26,2025-06-26,1,1,0,1,1,0,146,0.30000000000000004,High Risk
17mg8ozzagsqbqobz8nxtovg,1,2025-07-15,2025-07-15,1,0,0,1,0,0,412,0.6,High Risk
17wo9m12jcxgptaeymnjf2cb,1,2025-06-28,2025-06-28,1,0,0,1,0,0,235,0.6,High Risk
180ew7l2g6t98u75wde4lli5,1,2025-06-27,2025-06-27,1,0,0,1,0,0,288,0.6,High Risk
185res1a57fdg1ptclpebrtk,1,2025-07-01,2025-07-01,1,0,0,1,0,0,233,0.6,High Risk
18c72nn2u8f7egb2thgj5k82,1,2025-06-28,2025-06-28,1,0,0,1,0,0,334,0.6,High Risk
18kpmjq0mjgqxo6m54ubvcig,1,2025-07-08,2025-07-08,1,0,0,1,0,0,319,0.6,High Risk
19kd1p0a2enph5ye1xpyx19w,1,2025-07-14,2025-07-14,1,1,0,1,1,0,124,0.30000000000000004,High Risk
1apjo41u6rhfli9rom11ua58,1,2025-07-13,2025-07-13,1,0,0,1,0,0,313,0.6,High Risk
1atyk070d091tsyie5t0axpa,1,2025-06-21,2025-06-21,1,0,0,1,0,0,259,0.6,High Risk
1avw6jl9ppjmes35dsr7q8l1,1,2025-06-20,2025-06-20,1,1,0,1,1,0,116,0.30000000000000004,High Risk
1b0gdbzrapinsp6779gz6wc0,1,2025-07-11,2025-07-11,1,0,0,1,0,0,357,0.6,High Risk
1b0kg7ajl5h7kzw3rczfhes0,1,2025-07-01,2025-07-01,1,1,0,1,1,0,140,0.30000000000000004,High Risk
1b9m8qg26ovbsijy20frmldi,1,2025-06-30,2025-06-30,1,0,0,1,0,0,442,0.6,High Risk
1bn34pgri1wp5s6g7wqeoeyu,1,2025-06-28,2025-06-28,1,0,0,1,0,0,447,0.6,High Risk
1br67gpno6pf9z1xqxxp8k6x,1,2025-07-10,2025-07-10,1,0,1,1,0,1,421,0.30000000000000004,High Risk
1c41hcnz7o1c5tccx7nd57r3,1,2025-06-19,2025-06-19,1,0,0,1,0,0,316,0.6,High Risk
1chsuxzk5dblbagtwyp134u3,1,2025-07-16,2025-07-16,1,0,0,1,0,0,314,0.6,High Risk
1cucj840wmu29ed3iqlfgutb,1,2025-06-17,2025-06-17,1,0,0,1,0,0,343,0.6,High Risk
1czbbe06o9nhj2hld9te558m,1,2025-07-07,2025-07-07,1,1,0,1,1,0,146,0.30000000000000004,High Risk
1d3xhyrofbdc8fzfa6w4jmvd,1,2025-07-16,2025-07-16,1,1,0,1,1,0,153,0.30000000000000004,High Risk
1d5nwx7ecfc8jsv0hz3urcaa,1,2025-06-28,2025-06-28,1,1,0,1,1,0,63,0.30000000000000004,High Risk
1dk6e2c5unik9s2v6q89d6ok,1,2025-06-19,2025-06-19,1,0,0,1,0,0,299,0.6,High Risk
1e1wa87alv0yr6q3yswjydy8,1,2025-07-12,2025-07-12,1,0,0,1,0,0,399,0.6,High Risk
1ekvln8okg312kjs732p49st,1,2025-06-28,2025-06-28,1,0,0,1,0,0,384,0.6,High Risk
1es8fee3ie78el5vfcvdgxnk,1,2025-07-03,2025-07-03,1,0,1,1,0,1,402,0.30000000000000004,High Risk
1et774unn4kayffn1gw36flf,1,2025-06-26,2025-06-26,1,1,0,1,1,0,152,0.30000000000000004,High Risk
1evrq3h3z17ama63xccgbjqr,1,2025-07-01,2025-07-01,1,0,0,1,0,0,348,0.6,High Risk
1ew5zvnsv7vw1ysxygirnwrr,1,2025-07-10,2025-07-10,1,0,0,1,0,0,218,0.6,High Risk
1ezwfsg9pt6320hflshmn4ql,1,2025-06-25,2025-06-25,1,0,0,1,0,0,310,0.6,High Risk
1f2o36k5ro1vba9g9x38mty0,1,2025-07-10,2025-07-10,1,1,0,1,1,0,114,0.30000000000000004,High Risk
1fz2dda6fb7e9j67go4oyytc,1,2025-07-03,2025-07-03,1,1,0,1,1,0,138,0.30000000000000004,High Risk
1g2e84qgzp112iw18q8q5jjl,1,2025-07-06,2025-07-06,1,0,0,1,0,0,331,0.6,High Risk
1grseg9ftyor0twgym8ajv00,1,2025-07-02,2025-07-02,1,0,0,1,0,0,438,0.6,High Risk
1gt91bwgkbexqcxm77f6g6yh,1,2025-06-29,2025-06-29,1,0,0,1,0,0,379,0.6,High Risk
1gulfgjm3hdxr9f5hb2gddow,1,2025-06-22,2025-06-22,1,1,0,1,1,0,121,0.30000000000000004,High Risk
1h51ktns3g5y8mhf3d3x5t5g,1,2025-07-05,2025-07-05,1,1,0,1,1,0,129,0.30000000000000004,High Risk
1h54jba7s9jfdptsrid6l0vl,1,2025-07-06,2025-07-06,1,0,0,1,0,0,513,0.6,High Risk
1hmhyzx0657f42j8g15cp1md,1,2025-07-13,2025-07-13,1,0,0,1,0,0,245,0.6,High Risk
1ho2ait3mirydggyu4qm8u7s,1,2025-07-17,2025-07-17,1,0,0,1,0,0,320,0.6,High Risk
1hu0yu1o6bfns8quxfihegsd,1,2025-06-19,2025-06-19,1,0,0,1,0,0,366,0.6,High Risk
1i1y2sdljmwf7htomeu8c305,1,2025-07-02,2025-07-02,1,0,0,1,0,0,430,0.6,High Risk
1ig5qox4m38bgad6fui555oj,1,2025-06-25,2025-06-25,1,1,0,1,1,0,114,0.30000000000000004,High Risk
1il17o3s4pfommkp2hp5v5fh,1,2025-06-24,2025-06-24,1,0,0,1,0,0,291,0.6,High Risk
1imhgcl50vm20vggujjj0w3u,1,2025-07-11,2025-07-11,1,1,0,1,1,0,83,0.30000000000000004,High Risk
1ixnpjrtnijw33stbtcnp8j7,1,2025-07-14,2025-07-14,1,1,0,1,1,0,133,0.30000000000000004,High Risk
1jbddh0gu1vnxyy6x8z0d7t7,1,2025-07-15,2025-07-15,1,0,0,1,0,0,317,0.6,High Risk
1jivm2sqzd5hfm4mqvna2xks,1,2025-06-27,2025-06-27,1,1,0,1,1,0,145,0.30000000000000004,High Risk
1ju2zy82qg21jumlxx3wi5n3,1,2025-06-29,2025-06-29,1,1,0,1,1,0,81,0.30000000000000004,High Risk
1jufn4kpsa3mn6tnyqpdytec,1,2025-07-11,2025-07-11,1,1,0,1,1,0,148,0.30000000000000004,High Risk
1k52q942wqmp5t8z4321d3b9,1,2025-06-27,2025-06-27,1,0,0,1,0,0,322,0.6,High Risk
1k63o2r7m1kmg2twi2gw38jd,1,2025-06-24,2025-06-24,1,0,0,1,0,0,458,0.6,High Risk
1kbkkc11yl86bc2kmnqctxrt,1,2025-06-29,2025-06-29,1,0,0,1,0,0,375,0.6,High Risk
1kck7xi451wj9846vb18u2ag,1,2025-07-15,2025-07-15,1,1,1,1,1,1,73,0,High Risk
