respondent_id,weight,age_group4,education,raceeth,gender,pid_base,region,q28,q29,q30,q31,q32,q33,q34,q35,attention_fail,speed_flag,straight_line,duration_seconds,completion_date,project_id
9bv2jm4xmiojlewbw7i6cfpn,1.305084,18-29,Some college/2-yr degree,White,Male,Independent,Northeast,Not very accurate,Somewhat trustworthy,Extremely important,Not likely,No,Not very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,325,2025-06-28,2024-069
61wo6tc9hjtqlklevkz2195z,1.332563,65+,HS or less,Hispanic,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,359,2025-07-10,2024-069
uk9ra4on1j3rmz8ixps2qe9j,0.837586,30-49,Some college/2-yr degree,White,Female,Independent,Northeast,Not very accurate,Not very trustworthy,Not very important,Not likely,Yes,Very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,298,2025-06-29,2024-069
lyb055goanar6kt0mybr7xc3,0.421444,30-49,HS or less,Hispanic,Male,Republican,Northeast,Somewhat accurate,Very trustworthy,Somewhat important,Very likely,Maybe,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,357,2025-07-03,2024-069
x2a3c5x9us2nllybz92j659l,1.234799,30-49,HS or less,White,Male,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Not at all important,Not likely,No,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,247,2025-06-29,2024-069
xkpgi2340mlw97q8s7k3c924,0.692532,65+,4-yr/post-graduate degree,White,Male,Republican,South,Not very accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,463,2025-06-24,2024-069
owcritgwmdymq8wnryjbk9do,0.443193,65+,Some college/2-yr degree,White,Male,Democrat,Northeast,Very accurate,Not very trustworthy,Not at all important,Not likely,No,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,483,2025-07-04,2024-069
ekxndssbbyw7fg2yoyiiuxa4,0.975388,65+,4-yr/post-graduate degree,Hispanic,Male,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Very likely,It would not interest me,It depends on who is asking,TRUE,FALSE,FALSE,424,2025-07-12,2024-069
k0w5xr211uodaq95balvfglh,1.459178,30-49,HS or less,White,Male,Republican,South,Not at all accurate,Very trustworthy,Not very important,Very likely,Maybe,Not at all likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,182,2025-06-28,2024-069
u3gny9asmgnqmouyq3gxe83b,1.043119,18-29,4-yr/post-graduate degree,Black,Female,Independent,West,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Very likely,It would become my preferred incentive offer,No,TRUE,TRUE,FALSE,71,2025-07-12,2024-069
a54siw4zwq04ix8vyic5q31a,0.992324,65+,HS or less,Hispanic,Male,Democrat,West,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,380,2025-06-19,2024-069
8uzjqk3csjdb8s27t6f5rysl,0.873147,18-29,HS or less,Hispanic,Female,Independent,Midwest,Very accurate,Somewhat trustworthy,Not very important,I would never participate in a phone survey,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,TRUE,FALSE,126,2025-06-30,2024-069
xt1cf2w6l1i670q4v2we6w4p,1.046058,65+,4-yr/post-graduate degree,White,Male,Republican,South,Somewhat accurate,Not very trustworthy,Not very important,Somewhat likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,241,2025-07-09,2024-069
uzearodw7rog30w536wf8etg,0.936828,18-29,Some college/2-yr degree,White,Male,Independent,Midwest,Not very accurate,Somewhat trustworthy,Very important,Not likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,329,2025-07-17,2024-069
7iidxneauvw6q4j5nyh0s3go,1.123945,65+,Some college/2-yr degree,Black,Female,Independent,West,Very accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,377,2025-07-08,2024-069
uk8fhganpkiynyg5szt88caw,1.515252,30-49,Some college/2-yr degree,White,Male,Democrat,Northeast,Not very accurate,Not at all trustworthy,Somewhat important,Not likely,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,295,2025-07-08,2024-069
91vj3cax3myzu00ql34h6vxv,1.140779,18-29,Some college/2-yr degree,White,Female,Independent,South,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Not very likely,It would be one I would likely choose,Yes,TRUE,TRUE,FALSE,131,2025-06-22,2024-069
ykcejeor67mjk7aoo06v4wvy,0.519235,30-49,Some college/2-yr degree,White,Female,Republican,South,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,No,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,297,2025-07-02,2024-069
6w8dqdfg24zv3lm5sd83tmno,0.681392,18-29,Some college/2-yr degree,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,314,2025-06-26,2024-069
46y0p5ziz0gj80jn9ff4cp62,0.230404,30-49,Some college/2-yr degree,White,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,303,2025-07-01,2024-069
wtxp4ys80ic02rw4iocxbj77,0.996587,30-49,Some college/2-yr degree,White,Female,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would not interest me,It depends on who is asking,TRUE,FALSE,FALSE,404,2025-06-29,2024-069
i51d4gbkaky01qo6r5p0tl8g,1.162756,65+,Some college/2-yr degree,Black,Female,Democrat,Northeast,Somewhat accurate,Very trustworthy,Not at all important,I would never participate in a phone survey,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,378,2025-07-13,2024-069
ezqo2gmkrojser1exeh5bqes,0.498624,18-29,HS or less,Black,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Extremely important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,125,2025-07-03,2024-069
lewry7ykqazxkmedfxlokpiq,0.919316,65+,4-yr/post-graduate degree,White,Female,Democrat,West,Somewhat accurate,Not very trustworthy,Very important,Not likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,259,2025-06-25,2024-069
3e9uya6m61y9c1yp90i14uy6,1.044376,18-29,Some college/2-yr degree,White,Female,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Yes,Not very likely,It would not interest me,It depends on who is asking,FALSE,TRUE,FALSE,89,2025-07-06,2024-069
sco1gpw8apmqub0d53jnmtid,0.70659400000000006,30-49,Some college/2-yr degree,Hispanic,Male,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Somewhat likely,Maybe,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,460,2025-06-24,2024-069
3dro1gqa08ov76i534qt1ozo,1.421071,30-49,HS or less,White,Male,Democrat,West,Not very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,388,2025-06-21,2024-069
185ww1sdjoi22o34id73hpwt,1.515449,18-29,HS or less,White,Male,Independent,West,Somewhat accurate,Somewhat trustworthy,Very important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,244,2025-07-06,2024-069
9wyjkcjx1e1v7m7miywm7nt5,0.885896,18-29,4-yr/post-graduate degree,Black,Male,Democrat,West,Not very accurate,Very trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,TRUE,FALSE,FALSE,340,2025-06-22,2024-069
o0q40o5czk40tu74w2ol7kjg,0.441999,30-49,Some college/2-yr degree,White,Female,Other or none,South,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,Yes,Likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,388,2025-06-19,2024-069
91vsa6tqwpnsw98lou1d4udi,1.215542,18-29,4-yr/post-graduate degree,White,Male,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Not very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,304,2025-06-20,2024-069
9s0a2awuxvcav39jeizoxafu,0.79333,30-49,HS or less,White,Female,Democrat,West,Not very accurate,Not very trustworthy,Not very important,Not likely,Yes,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,374,2025-07-07,2024-069
fy28gcpqzxmisyei89ikt4rl,0.63362,18-29,Some college/2-yr degree,White,Male,Independent,West,Somewhat accurate,Very trustworthy,Very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,337,2025-07-14,2024-069
nxzmt88w3n4sf4z7fzlj4rzj,1.066545,50-64,Some college/2-yr degree,Hispanic,Female,Democrat,Midwest,Somewhat accurate,Somewhat trustworthy,Somewhat important,Very likely,No,Not at all likely,It would not interest me,No,TRUE,TRUE,TRUE,134,2025-06-27,2024-069
7khlgo9be78dr5bvwrk7g7ug,1.613025,50-64,HS or less,Black,Female,Democrat,South,Not at all accurate,Somewhat trustworthy,Not at all important,Not likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,TRUE,285,2025-07-17,2024-069
0q1xc77if9xywuap5qt090qc,1.728915,50-64,Some college/2-yr degree,Black,Male,Democrat,South,Not very accurate,Somewhat trustworthy,Very important,Somewhat likely,No,Very likely,It would be one I would likely choose,No,FALSE,FALSE,FALSE,500,2025-07-12,2024-069
9bjibvfwk1pww1pn9kqtjqhd,0.98846,50-64,HS or less,Black,Male,Independent,South,Not very accurate,Somewhat trustworthy,Extremely important,Somewhat likely,Maybe,Very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,409,2025-06-25,2024-069
wz4y8biixb00q2t0vb7yy2g9,0.690324,18-29,4-yr/post-graduate degree,Hispanic,Male,Republican,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,397,2025-06-28,2024-069
1p82ftldwzpv2iwlr0om74ft,0.896793,65+,4-yr/post-graduate degree,White,Male,Other or none,South,Somewhat accurate,Not very trustworthy,Extremely important,Somewhat likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,343,2025-07-15,2024-069
fhfmqkij637khlso3zlotx87,0.871682,50-64,HS or less,Black,Male,Republican,West,Not very accurate,Not very trustworthy,Very important,I would never participate in a phone survey,Yes,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,295,2025-07-12,2024-069
ggje3jjenxmx1yh8m64fy2uf,0.666399,18-29,4-yr/post-graduate degree,White,Female,Independent,South,Very accurate,Not very trustworthy,Not very important,Not likely,Yes,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,373,2025-07-09,2024-069
4ljy5cp6y6zw1u2d8nd80f7x,0.752424,65+,4-yr/post-graduate degree,White,Male,Independent,West,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,283,2025-06-30,2024-069
n41u2fgm9bfe0vwdg3kkonl6,0.791755,18-29,4-yr/post-graduate degree,Hispanic,Female,Independent,Midwest,Not very accurate,Not very trustworthy,Not very important,Somewhat likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,368,2025-06-29,2024-069
jthuoxu87sehhla9lr6stww5,1.276058,18-29,Some college/2-yr degree,White,Female,Democrat,West,Very accurate,Not at all trustworthy,Very important,Not likely,Maybe,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,372,2025-06-29,2024-069
zygqdjuxjyslzgqz2qnubjm5,1.550776,50-64,Some college/2-yr degree,Black,Female,Independent,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Very likely,No,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,199,2025-07-05,2024-069
soqa62esmwl8eniots6ivn1e,1.058132,18-29,HS or less,White,Female,Independent,South,Somewhat accurate,Not at all trustworthy,Somewhat important,Not likely,No,Likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,376,2025-07-04,2024-069
50v48rtbsnlrncfqhm85uq19,1.143299,30-49,Some college/2-yr degree,White,Female,Democrat,West,Somewhat accurate,Somewhat trustworthy,Very important,Very likely,No,Not at all likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,342,2025-07-08,2024-069
o10u5yz28zvpmhwc2ny22h0z,0.977934,65+,4-yr/post-graduate degree,Hispanic,Male,Republican,West,Very accurate,Very trustworthy,Somewhat important,Very likely,Yes,Not at all likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,326,2025-07-13,2024-069
wnqewfzexwqt9afimbiytbay,0.929157,30-49,Some college/2-yr degree,White,Female,Independent,Midwest,Very accurate,Somewhat trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,518,2025-07-07,2024-069
z9tdkupec04pwv5jqmuxu0ex,0.742424,18-29,HS or less,White,Male,Democrat,South,Somewhat accurate,Somewhat trustworthy,Not at all important,Not likely,Maybe,Very likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,343,2025-07-05,2024-069
519jfah0466yqpsc3fjnxebv,0.62477,30-49,4-yr/post-graduate degree,White,Female,Republican,Northeast,Somewhat accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,407,2025-06-25,2024-069
w1xv92bg1v20l19okj9xejc4,0.208362,18-29,HS or less,Hispanic,Male,Independent,Midwest,Somewhat accurate,Not very trustworthy,Somewhat important,Somewhat likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,149,2025-06-18,2024-069
3rrpe81qcna20tkffg7bw7if,1.253558,50-64,Some college/2-yr degree,White,Female,Independent,South,Very accurate,Not very trustworthy,Somewhat important,Not likely,Maybe,Not at all likely,It would become my preferred incentive offer,Yes,FALSE,TRUE,FALSE,109,2025-06-26,2024-069
bl34akuz60pogc93jbewt3dj,1.28477,18-29,Some college/2-yr degree,Other,Male,Democrat,West,Somewhat accurate,Very trustworthy,Somewhat important,Not likely,Maybe,Not very likely,It would be one I would likely choose,Yes,FALSE,FALSE,FALSE,565,2025-06-21,2024-069
rlo301lv0mfvh12svkyky50a,0.793444,18-29,Some college/2-yr degree,Black,Female,Independent,West,Not very accurate,Somewhat trustworthy,Very important,Very likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,370,2025-07-16,2024-069
940jrq2dxzqn0l07rumpntxh,1.06102,65+,4-yr/post-graduate degree,White,Female,Democrat,South,Somewhat accurate,Somewhat trustworthy,Somewhat important,Not likely,No,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,504,2025-07-02,2024-069
v9efhfxqthe5ccxzvl3l19r9,0.895518,30-49,4-yr/post-graduate degree,White,Male,Democrat,West,Somewhat accurate,Not at all trustworthy,Not very important,Somewhat likely,Yes,Very likely,It would not interest me,No,FALSE,FALSE,FALSE,461,2025-06-30,2024-069
dvjvrtahtw4p69kiv01zxtyj,0.842161,30-49,HS or less,White,Female,Independent,Northeast,Not at all accurate,Somewhat trustworthy,Somewhat important,Somewhat likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,272,2025-06-17,2024-069
xyvj1i0haklb0tvqkekdl9b5,0.916069,50-64,HS or less,White,Male,Democrat,South,Not very accurate,Very trustworthy,Not very important,Somewhat likely,No,Not at all likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,268,2025-06-23,2024-069
3qhapscr8ph6kp9tgqtl308x,1.349899,30-49,Some college/2-yr degree,Other,Male,Republican,South,Somewhat accurate,Very trustworthy,Very important,Somewhat likely,Maybe,Not very likely,It would not interest me,No,FALSE,FALSE,FALSE,299,2025-06-26,2024-069
zej9rdwzna7h6ay04owi1fhd,1.253319,30-49,4-yr/post-graduate degree,White,Male,Democrat,South,Somewhat accurate,Not very trustworthy,Extremely important,Somewhat likely,Maybe,Not at all likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,244,2025-07-12,2024-069
oh6znac955xje8f6h18fa370,0.742183,30-49,4-yr/post-graduate degree,Other,Male,Independent,West,Very accurate,Not very trustworthy,Very important,Very likely,No,Not very likely,It would not interest me,It depends on who is asking,FALSE,FALSE,FALSE,418,2025-07-05,2024-069
o211yofm69dzrkjnl4i1edo9,1.027018,18-29,4-yr/post-graduate degree,Black,Female,Independent,South,Very accurate,Not at all trustworthy,Very important,Very likely,Maybe,Very likely,It would be one I would likely choose,It depends on who is asking,FALSE,TRUE,FALSE,111,2025-07-15,2024-069
k3rv0oahpuuc7c0wa4rn5x0t,1.032069,30-49,4-yr/post-graduate degree,Hispanic,Male,Independent,South,Not very accurate,Not very trustworthy,Very important,Somewhat likely,Yes,Likely,It would become my preferred incentive offer,Yes,FALSE,FALSE,FALSE,231,2025-06-29,2024-069
n0g3z62bvte8wxlau6dyibor,1.182499,30-49,4-yr/post-graduate degree,White,Female,Independent,South,Not very accurate,Not very trustworthy,Very important,Very likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,541,2025-06-21,2024-069
0529rvl3xpm6ax3sddavc66w,1.165335,65+,Some college/2-yr degree,White,Female,Independent,Northeast,Very accurate,Somewhat trustworthy,Not at all important,Not likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,406,2025-07-06,2024-069
hz9apw9kiu0dd1kibwjzbi9s,1.100429,30-49,HS or less,Other,Female,Republican,West,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Yes,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,332,2025-07-06,2024-069
bjoiixa27kzi8lh7n6mqgrar,0.918314,30-49,HS or less,Other,Female,Democrat,Northeast,Somewhat accurate,Not at all trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not very likely,It would not interest me,Yes,FALSE,FALSE,FALSE,302,2025-06-23,2024-069
stqql365c90wg0ph15zo2qlg,1.595438,30-49,HS or less,White,Male,Democrat,Northeast,Somewhat accurate,Somewhat trustworthy,Not very important,Not likely,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,440,2025-07-06,2024-069
jbjycrxu1o8v1ekx1g6xkozb,0.839121,18-29,4-yr/post-graduate degree,White,Male,Democrat,Midwest,Somewhat accurate,Not very trustworthy,Not very important,Not likely,No,Likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,306,2025-07-11,2024-069
le3jjubj141744alt8hiiwn3,1.098637,30-49,Some college/2-yr degree,White,Male,Independent,South,Somewhat accurate,Somewhat trustworthy,Not at all important,Somewhat likely,No,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,352,2025-06-17,2024-069
tvx6hpcpjbtdeduc8gar7ygj,0.912524,30-49,HS or less,White,Female,Democrat,South,Very accurate,Somewhat trustworthy,Very important,Not likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,311,2025-07-10,2024-069
iikluccpyirmejmnv6hjajdu,1.158552,50-64,Some college/2-yr degree,White,Male,Republican,Midwest,Somewhat accurate,Somewhat trustworthy,Very important,I would never participate in a phone survey,No,Not very likely,It would become my preferred incentive offer,No,FALSE,FALSE,FALSE,436,2025-07-03,2024-069
y1soy4qv01ilyfqzsqiei1oi,0.624212,50-64,HS or less,White,Female,Democrat,South,Not very accurate,Not very trustworthy,Somewhat important,Not likely,Yes,Not very likely,It would be one I would likely choose,It depends on who is asking,FALSE,FALSE,FALSE,482,2025-06-30,2024-069
2youwe80ya3o3u306f3hdndk,0.851145,50-64,Some college/2-yr degree,Hispanic,Male,Independent,Northeast,Somewhat accurate,Not very trustworthy,Somewhat important,Very likely,Maybe,Not very likely,It would be one I would likely choose,Yes,TRUE,FALSE,TRUE,302,2025-06-23,2024-069
e01bhhmc5ffg9lc2kmjqnvox,1.047256,30-49,HS or less,Hispanic,Female,Republican,West,Very accurate,Somewhat trustworthy,Somewhat important,I would never participate in a phone survey,Maybe,Not very likely,It would be one I would likely choose,It depends on who is asking,TRUE,FALSE,FALSE,296,2025-07-12,2024-069
zdhxe0bxg3s2kvpfg4ziyb1e,1.151129,30-49,Some college/2-yr degree,White,Female,Republican,South,Very accurate,Somewhat trustworthy,Somewhat important,Not likely,Maybe,Very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,302,2025-06-22,2024-069
6dic0yxkb482aosdg3yzqxc6,0.898977,30-49,Some college/2-yr degree,White,Female,Republican,South,Somewhat accurate,Not very trustworthy,Very important,Not likely,Maybe,Likely,It would not interest me,Yes,FALSE,FALSE,FALSE,442,2025-07-16,2024-069
tvoh72j9u08o1ngivn2wfk4z,0.517096,18-29,4-yr/post-graduate degree,White,Male,Other or none,South,Somewhat accurate,Not at all trustworthy,Not very important,Somewhat likely,No,Likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,262,2025-06-22,2024-069
zgluik1bxzzchmrmwhw258r9,1.621218,30-49,4-yr/post-graduate degree,Hispanic,Male,Republican,Midwest,Somewhat accurate,Very trustworthy,Very important,Not likely,No,Not very likely,It would become my preferred incentive offer,It depends on who is asking,FALSE,FALSE,FALSE,542,2025-07-06,2024-069
